"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 18, 2016","206.57","206.38","206.94","205.96","6.27M","0.37%"
"Mar 17, 2016","205.81","204.35","206.33","203.86","5.15M","0.63%"
"Mar 16, 2016","204.52","202.64","204.90","202.59","3.51M","0.64%"
"Mar 15, 2016","203.22","202.44","203.28","202.12","4.21M","-0.17%"
"Mar 14, 2016","203.56","203.25","204.13","202.85","4.58M","-0.14%"
"Mar 11, 2016","203.84","202.32","203.88","202.20","2.68M","1.66%"
"Mar 10, 2016","200.52","201.00","202.11","198.46","3.36M","0.05%"
"Mar 09, 2016","200.41","200.39","200.80","199.45","3.24M","0.52%"
"Mar 08, 2016","199.38","200.37","200.96","199.25","3.31M","-1.14%"
"Mar 07, 2016","201.68","200.41","202.12","200.29","3.87M","0.10%"
"Mar 04, 2016","201.48","201.08","202.40","200.10","3.47M","0.35%"
"Mar 03, 2016","200.78","199.79","200.83","199.14","3.09M","0.35%"
"Mar 02, 2016","200.07","198.72","200.09","198.28","4.43M","0.44%"
"Mar 01, 2016","199.19","196.02","199.21","195.47","5.13M","2.41%"
"Feb 29, 2016","194.51","196.14","197.25","194.42","5.03M","-0.84%"
"Feb 26, 2016","196.15","197.58","197.68","195.89","4.39M","-0.18%"
"Feb 25, 2016","196.50","194.71","196.56","193.82","2.73M","1.17%"
"Feb 24, 2016","194.22","191.59","194.50","190.27","2.97M","0.46%"
"Feb 23, 2016","193.34","195.02","195.28","193.16","2.73M","-1.22%"
"Feb 22, 2016","195.72","194.85","195.93","194.79","2.52M","1.45%"
"Feb 19, 2016","192.93","192.13","193.14","191.42","2.52M","-0.06%"
"Feb 18, 2016","193.05","194.20","194.25","192.69","3.71M","-0.40%"
"Feb 17, 2016","193.83","192.12","194.28","191.97","3.90M","1.66%"
"Feb 16, 2016","190.67","189.76","190.74","188.56","3.44M","1.66%"
"Feb 12, 2016","187.55","185.84","187.58","184.87","3.27M","2.02%"
"Feb 11, 2016","183.83","183.18","184.96","182.02","5.85M","-1.25%"
"Feb 10, 2016","186.15","187.30","189.24","186.04","3.84M","-0.05%"
"Feb 09, 2016","186.24","184.21","187.87","184.11","5.59M","-0.04%"
"Feb 08, 2016","186.31","186.68","187.00","183.72","8.11M","-1.34%"
"Feb 05, 2016","188.85","191.96","192.02","188.14","5.56M","-1.91%"
"Feb 04, 2016","192.53","191.71","193.69","190.93","4.50M","0.22%"
"Feb 03, 2016","192.11","192.39","192.72","188.05","7.30M","0.53%"
"Feb 02, 2016","191.09","192.94","192.94","190.47","7.11M","-1.80%"
"Feb 01, 2016","194.60","193.47","195.53","192.79","6.21M","-0.01%"
"Jan 29, 2016","194.62","190.94","194.69","190.82","7.81M","2.37%"
"Jan 28, 2016","190.11","190.90","191.10","188.08","5.36M","0.54%"
"Jan 27, 2016","189.08","190.61","192.50","187.98","5.69M","-1.07%"
"Jan 26, 2016","191.13","189.36","191.44","188.94","4.66M","1.36%"
"Jan 25, 2016","188.57","190.86","191.08","188.34","4.09M","-1.52%"
"Jan 22, 2016","191.49","190.71","191.67","189.82","4.37M","2.06%"
"Jan 21, 2016","187.62","187.11","189.79","185.58","8.81M","0.52%"
"Jan 20, 2016","186.65","185.93","188.41","181.90","10.18M","-1.16%"
"Jan 19, 2016","188.84","190.80","191.01","187.12","7.62M","0.05%"
"Jan 15, 2016","188.74","187.64","189.69","186.46","8.83M","-2.11%"
"Jan 14, 2016","192.80","190.48","194.20","188.57","6.91M","1.59%"
"Jan 13, 2016","189.79","195.35","195.81","189.30","7.00M","-2.43%"
"Jan 12, 2016","194.52","194.85","195.50","192.08","5.44M","0.77%"
"Jan 11, 2016","193.03","193.95","194.33","190.78","7.49M","0.10%"
"Jan 08, 2016","192.83","196.13","196.81","192.52","8.90M","-1.11%"
"Jan 07, 2016","194.99","196.30","198.40","194.57","7.55M","-2.39%"
"Jan 06, 2016","199.77","199.36","201.02","198.57","5.50M","-1.31%"
"Jan 05, 2016","202.42","202.31","202.88","201.03","5.26M","0.21%"
"Jan 04, 2016","202.00","201.47","202.01","199.59","7.44M","-1.40%"
"Dec 31, 2015","204.87","206.21","206.90","204.87","6.23M","-1.01%"
"Dec 30, 2015","206.97","208.13","208.21","206.78","5.21M","-0.74%"
"Dec 29, 2015","208.51","207.56","208.80","207.50","4.69M","1.05%"
"Dec 28, 2015","206.34","206.09","206.45","205.15","3.71M","-0.24%"
"Dec 24, 2015","206.83","206.98","207.54","206.64","2.25M","-0.77%"
"Dec 23, 2015","208.44","207.08","208.46","206.94","5.30M","1.26%"
"Dec 22, 2015","205.85","205.04","206.23","203.91","4.57M","0.93%"
"Dec 21, 2015","203.96","203.83","204.23","202.43","3.71M","0.86%"
"Dec 18, 2015","202.22","205.13","205.23","202.14","7.05M","-1.87%"
"Dec 17, 2015","206.08","209.59","209.68","206.00","6.57M","-1.48%"
"Dec 16, 2015","209.17","207.62","209.58","205.92","5.65M","1.45%"
"Dec 15, 2015","206.19","205.87","207.25","205.68","4.73M","0.98%"
"Dec 14, 2015","204.18","203.22","204.18","201.10","8.14M","0.64%"
"Dec 11, 2015","202.89","204.59","205.26","202.63","8.09M","-1.99%"
"Dec 10, 2015","207.01","206.61","208.58","206.30","6.20M","0.25%"
"Dec 09, 2015","206.49","207.38","209.85","205.36","5.73M","-0.79%"
"Dec 08, 2015","208.13","207.67","209.20","206.94","7.07M","-0.65%"
"Dec 07, 2015","209.50","210.40","210.45","208.37","5.88M","-0.62%"
"Dec 04, 2015","210.80","207.25","211.17","207.09","6.69M","1.95%"
"Dec 03, 2015","206.76","210.03","210.34","205.91","5.92M","-1.42%"
"Dec 02, 2015","209.74","211.84","212.20","209.41","3.85M","-1.03%"
"Dec 01, 2015","211.93","210.64","212.03","210.31","4.19M","0.98%"
"Nov 30, 2015","209.87","211.00","211.08","209.75","5.28M","-0.40%"
"Nov 27, 2015","210.71","210.60","210.99","210.06","1.06M","0.09%"
"Nov 25, 2015","210.53","210.73","210.93","210.25","1.89M","0.00%"
"Nov 24, 2015","210.52","208.96","211.01","208.61","3.22M","0.14%"
"Nov 23, 2015","210.22","210.48","211.17","209.71","2.33M","-0.19%"
"Nov 20, 2015","210.62","210.66","211.32","210.06","5.01M","0.45%"
"Nov 19, 2015","209.67","209.79","210.24","209.40","3.37M","-0.10%"
"Nov 18, 2015","209.87","207.20","210.09","207.17","4.70M","1.61%"
"Nov 17, 2015","206.55","207.14","208.20","206.04","8.07M","-0.13%"
"Nov 16, 2015","206.82","203.41","206.82","203.31","4.71M","1.55%"
"Nov 13, 2015","203.67","205.46","205.82","203.57","6.87M","-1.12%"
