,alpha,estimator,l1_ratio
0,0.4171177989735607,0,0.47666257745076657
1,0.13790475028758414,0,0.10272642136235426
2,0.13106697050858326,0,0.15975702965299488
3,0.10566806983587229,0,0.8319875929067603
4,0.5148335232449254,0,0.48939393763733374
5,0.5494575774048854,0,0.7018893963880098
6,0.103428445957397,0,0.10037890090621868
7,0.10304216146683856,0,0.21996727733223861
8,0.10034051719176762,0,0.10339657131289884
9,0.10034089482021874,0,0.10090118406322725
10,0.10207731609317183,0,0.1014189478780182
11,0.10824567791152945,0,0.25011051225154735
12,0.10185792403854771,0,0.10788152938912937
13,0.10305781952383555,0,0.12356176768863762
14,0.12046928712157667,0,0.1006680310181978
15,0.1061350491880677,0,0.10164320358629554
16,0.12123007243214767,0,0.10240732676512909
17,0.10158929892031762,0,0.15384093989464237
18,0.100358595322557,0,0.10067123332174387
19,0.10003108816542479,0,0.22524634146277187
20,0.10326218670164097,0,0.10398720143754402
21,0.10442583260643644,0,0.10455585544747764
22,0.10582432529516991,0,0.12456800282286211
23,0.1054008938183336,0,0.1474321233455311
24,0.10057715102568332,0,0.11845065048528311
25,0.12294660569760876,0,0.1263289184720875
26,0.8409339183530815,0,0.6350644704388309
27,0.10510305729567573,0,0.10270256506251763
28,0.10180744047679333,0,0.10324901681739582
29,0.29706149530191023,0,0.10704511099400468
30,0.10290845698450869,0,0.1988768300980235
31,0.10126992489870369,0,0.1083249380253932
32,0.10313251132195722,0,0.11587114333086397
33,0.48910355637016234,0,0.5888742176925988
34,0.5583389576604688,0,0.4481305344291934
35,0.14014204730096047,0,0.10280985452435665
36,0.10011161310504245,0,0.17984345941572644
37,0.26789850339428245,0,0.809585302474552
38,0.3293485283643298,0,0.49464451913475316
39,0.1204746004280226,0,0.19780372402059887
40,0.11058429470821923,0,0.38242758851666225
41,0.12720646115282502,0,0.10135061455799625
42,0.8544979632272792,0,0.12027129169242877
43,0.38890455565860416,0,0.8219011954176494
44,0.11348327942723455,0,0.11771491596529463
45,0.2230096931690432,0,0.22698674849315054
46,0.10289777953262995,0,0.1480399345564405
47,0.11450244229043977,0,0.13363614416503
48,0.10714824527438055,0,0.20228291815533334
49,0.7351044060418597,0,0.8223225158454069
50,0.5763824950918225,0,0.5129247367157296
51,0.10527907150218824,0,0.14051497957450126
52,0.28001017746407,0,0.32191493321610465
53,0.10348615351512548,0,0.10461107670574961
54,0.23023351248627216,0,0.10634660170905227
55,0.10121865564981652,0,0.1047030009266732
56,0.10016733548833012,0,0.14069652443723157
57,0.12246459752357867,0,0.19711853417684702
58,0.10042277167402233,0,0.10089927331428089
59,0.10563971826542785,0,0.12239647497395997
60,0.10467128010045124,0,0.11529913231062291
61,0.10598200010382997,0,0.19741854489078786
62,0.12425392649040826,0,0.1628160612618489
63,0.10387402101024568,0,0.1008947803639765
64,0.10079630576423276,0,0.11669659415828569
65,0.4676993916373958,0,0.7373062624865208
66,0.2919265778495259,0,0.722331727006824
67,0.6712701621537862,0,0.41766446657860457
68,0.10256438047417497,0,0.10097698711116626
69,0.11689427684011915,0,0.1144742055853891
70,0.4796406355289332,0,0.5071215530501939
71,0.6143252927873631,0,0.11842055898185296
72,0.10280072726078417,0,0.10040749452090794
73,0.8655730378682922,0,0.38516397494192234
74,0.5929945218835321,0,0.7589398644239976
75,0.2213612150475271,0,0.8917330508486341
76,0.590181343620601,0,0.7749159466375335
77,0.8616644331962453,0,0.6660166425902762
78,0.23772853274609532,0,0.4498043722778715
79,0.6991044617506998,0,0.258063076604262
80,0.10266096657957323,0,0.10020319386676962
