,alpha,estimator,l1_ratio
45,0.2292021131909369,0,0.7700476943964342
46,0.11742931337689647,0,0.10500768522790088
47,0.7287244285024278,0,0.6880284079594151
48,0.1178742896542122,0,0.16248543414932232
49,0.8937454819165281,0,0.6960070862209544
50,0.12494490343669025,0,0.180908000884189
51,0.10136968222882523,0,0.10101770360531324
52,0.5571523120915138,0,0.5534977620840008
53,0.10035746727993636,0,0.10243390963016143
54,0.8114713557537453,0,0.20385031577024187
55,0.10427504114978463,0,0.1205222987584686
56,0.11498822195572496,0,0.1375778154083518
57,0.11332343507977359,0,0.13900938117373798
58,0.11663816934660326,0,0.10016106212856402
59,0.10046737104195354,0,0.11855727973210996
60,0.10058156960672589,0,0.10108868571245283
61,0.10433795819353343,0,0.1062942133611806
62,0.10593626127179577,0,0.10024220459342786
63,0.13701535778754287,0,0.811207235589162
64,0.10812891383050557,0,0.10016558149698374
65,0.567120585127692,0,0.6784533042344056
66,0.8506492664018864,0,0.300521484144597
67,0.6957681739038744,0,0.14741355576155668
68,0.7266037520054388,0,0.6755640758540005
69,0.22395064443725232,0,0.3569378645703071
70,0.7997242772020734,0,0.47020975864368475
71,0.8361899865225204,0,0.3673090803976867
72,0.3990120260236021,0,0.7560505634789905
73,0.4823050248520103,0,0.12893014736280659
74,0.7536914465402863,0,0.40626134201269515
75,0.6153003331534664,0,0.7099307952076568
76,0.4614404468427099,0,0.7390904633542091
77,0.32618889658082184,0,0.2797368931408405
78,0.5805156212356302,0,0.5680364304430555
79,0.2053313678956557,0,0.5129326038888683
80,0.10298902699119164,0,0.16928145375029358
81,0.1025594260420783,0,0.11192731398076505
82,0.10265306499818758,0,0.14522409438197675
83,0.8269743470937987,0,0.4769004493866298
84,0.10991181886404605,0,0.12028080735591731
85,0.10163686628793683,0,0.17079431895248037
86,0.1067585525424446,0,0.17615716799973152
87,0.10260887853170751,0,0.12121396199033324
88,0.854569162013974,0,0.6277428541886686
89,0.5149317272679004,0,0.10123075414238472
90,0.8815769199053882,0,0.4737704750899546
91,0.10186771987712723,0,0.1450322959684192
92,0.11007834810598528,0,0.10228820124689192
93,0.11810828539637169,0,0.11288268037539739
94,0.8738425191303133,0,0.11563512323240675
95,0.2456322742464675,0,0.41187666967068903
96,0.37959058340722673,0,0.794154835613351
97,0.39872730914112775,0,0.18706097657840548
98,0.6947477117685043,0,0.5674820085910047
99,0.6564133207674475,0,0.6197507326524241
100,0.11755782826249857,0,0.15369413448355446
101,0.10252822576871778,0,0.16226333274593271
102,0.10000760239946276,0,0.12300307228336713
103,0.10251883898691215,0,0.10120575246409308
104,0.8059842127672304,0,0.6501426783512829
105,0.4041464938873277,0,0.44490375116078107
106,0.10016658628905659,0,0.10148338638635028
107,0.7204228843222011,0,0.5342037183458456
108,0.10231493210351639,0,0.20170887949554328
109,0.10024370433346269,0,0.12894627939697106
110,0.10251170087502516,0,0.10220060176071775
111,0.10146299449284821,0,0.11884733336792307
112,0.10170916432927164,0,0.12595154428314825
113,0.10412343235794826,0,0.2461418571562253
114,0.1719635963355621,0,0.1844166297911533
115,0.12100042900871366,0,0.1076114823342908
116,0.2850058396939569,0,0.3808188221011919
117,0.100563653560807,0,0.17966741729209973
118,0.10252049927598048,0,0.10280909542623576
119,0.16844969081965522,0,0.26730133164184705
120,0.10070353841409252,0,0.16456517477696314
121,0.6910465099541683,0,0.6648443646470348
122,0.16649816539369788,0,0.10184693419214268
123,0.10028539733725984,0,0.10122710267569451
124,0.10109183144412603,0,0.12054801713691067
125,0.12431196545978486,0,0.13043129338540654
126,0.11308134116535237,0,0.17520052175176276
127,0.10106345555244897,0,0.10182806298090574
128,0.10950508187246928,0,0.10082975397297128
129,0.11530220693882381,0,0.32101323996447495
130,0.10524429758951657,0,0.1608793283097197
131,0.6674208735159463,0,0.7545988307128935
132,0.24183619677899948,0,0.7818718495356344
133,0.12104976301294812,0,0.15195078065690693
134,0.396475011802903,0,0.7603895493727604
135,0.3461291724769503,0,0.2882799121944818
136,0.14862241542380003,0,0.36007085313735987
137,0.3588548285965367,0,0.30000282520381705
138,0.11474496525446948,0,0.10031937170370644
139,0.10758076659194789,0,0.14920942178187593
140,0.8223955070023286,0,0.18245360053558574
141,0.3110200731427331,0,0.10118910282125126
142,0.32788339693263274,0,0.7303044080580685
143,0.567419588400686,0,0.1856091729836777
144,0.8839124245006181,0,0.6014261144824581
145,0.7708280030784225,0,0.4625152331240874
146,0.8052111106904261,0,0.5370447994662306
147,0.5701157239483272,0,0.8262788973300838
148,0.37879919743070445,0,0.7648777481125841
149,0.40374547683566797,0,0.8328500019447771
150,0.8634322665449435,0,0.6770006964664461
151,0.6247288800361634,0,0.14365369278574072
152,0.1746253822319061,0,0.24057491050142935
153,0.6376398697858516,0,0.4206892853838399
154,0.6762672316188448,0,0.8369269410597459
155,0.46654374487854067,0,0.8732147136892392
156,0.10545207596007694,0,0.14022086347262236
157,0.10125691765832588,0,0.11904800346905337
158,0.11865157177407049,0,0.10745287026153692
159,0.6489737185578992,0,0.4503430310034885
160,0.6162502022778502,0,0.1824681166026479
161,0.10293450747475473,0,0.15496145628882893
162,0.10235619936755756,0,0.1681499817670379
163,0.8742454117011207,0,0.8170740524210175
164,0.11725593481358285,0,0.10070563414754241
165,0.11351728514424798,0,0.11689320887874563
166,0.10454973418642913,0,0.163386178363381
167,0.1013911065131934,0,0.1463718627985419
168,0.869898837694083,0,0.12841879426659492
169,0.6406994239477118,0,0.17431606852902048
170,0.6140935866570291,0,0.6240267988444294
171,0.15318713559492417,0,0.1297370130814853
172,0.10143627684655164,0,0.1012479643668387
173,0.4265378082606318,0,0.8083177112344833
174,0.8306150755741956,0,0.6369076232463216
175,0.7555744867034743,0,0.7202554575524308
176,0.49962559250467675,0,0.8343501022467359
177,0.3936028274723591,0,0.16733763228578002
178,0.15325165595869078,0,0.10159328792329048
179,0.6182743204297056,0,0.6661462373463576
180,0.3145141801542154,0,0.8956314795624906
181,0.713219348759658,0,0.400086729038163
182,0.7019150365128924,0,0.30855662441439985
183,0.4551852822513358,0,0.1837965483235097
184,0.8130801253791499,0,0.38947104199357985
185,0.5968140820489927,0,0.8878996677902398
186,0.6519869401675419,0,0.2492190565479879
187,0.8952472161157211,0,0.6507210016898124
188,0.2844273609493895,0,0.24003678683330715
189,0.10298249968654556,0,0.7638844979343115
190,0.20490333116477305,0,0.245396772354038
191,0.10063922523142443,0,0.1007886723529339
192,0.40128553354389707,0,0.827513408151151
193,0.4431152799973761,0,0.5632901848938291
194,0.4368436986449853,0,0.662263238495842
195,0.6178667242555715,0,0.7888872367148975
196,0.3269278306329782,0,0.17075700762534235
197,0.11404538403727199,0,0.2078785307978941
198,0.1041536963632925,0,0.11088546677818459
199,0.10431055237162878,0,0.10586878562992907
200,0.6266782955097555,0,0.8648537659854468
201,0.3788496990188642,0,0.6996802371555837
202,0.4489471624612974,0,0.7848229150846179
203,0.10193887968348952,0,0.14875941249874702
204,0.5538767775295004,0,0.6242626885166462
205,0.12935959705849182,0,0.5206733120010196
206,0.1274853705973169,0,0.6785405294963298
207,0.3334745865273974,0,0.6632013493167082
208,0.1458112133069453,0,0.10390866771288548
209,0.7761716729947052,0,0.14011856758786428
210,0.7557306151076069,0,0.22478106451245977
211,0.8528321128446048,0,0.16762544309801558
212,0.8543740258943311,0,0.832081885749126
213,0.35478949374835655,0,0.4030169866307215
214,0.5211593830439574,0,0.825581268514594
215,0.1003534982227416,0,0.47712699665328273
216,0.1020991988293153,0,0.10280500675731606
217,0.10355569358005676,0,0.10063965047934631
218,0.10347199509922363,0,0.10057258119962516
219,0.12122279692533576,0,0.11760853146043335
220,0.5388999009217191,0,0.6880695970129976
221,0.12509306816687338,0,0.10353665883686106
222,0.8327665104839022,0,0.7729925091067348
223,0.10022470593417772,0,0.11168602320519655
224,0.47151937009100764,0,0.769000658921928
225,0.10051366002789798,0,0.12224479867156512
226,0.10250129174930682,0,0.10906260937186406
227,0.10344227078388929,0,0.10959361454200278
228,0.3841717713351457,0,0.6824321222600873
229,0.10086711844392465,0,0.16426166420879612
230,0.1018980783660847,0,0.1554962644091269
231,0.13407693203339838,0,0.13525122848447407
232,0.35357019765607134,0,0.17603729810728055
233,0.10155240930442669,0,0.1257353650088925
234,0.10008432328457716,0,0.10261116820152286
235,0.10087767251914055,0,0.11493135551047745
236,0.11046274870797142,0,0.10952342733718244
237,0.10093847683511015,0,0.11241852127947288
238,0.7375156082030299,0,0.19385614877421029
239,0.5213514249762586,0,0.5604391168752872
240,0.10096326896593669,0,0.10285817531264177
241,0.10471906082004134,0,0.20486756547719515
242,0.5851535502009914,0,0.8622794988355963
243,0.1018370573620353,0,0.15879599485274265
244,0.6217358660762564,0,0.8466362751302036
245,0.7598602380064693,0,0.8529945939022823
246,0.18903870936560907,0,0.10043691898086944
247,0.10125244971777526,0,0.15892030653505515
248,0.10734826650939347,0,0.1587394757766882
249,0.26985094177644153,0,0.8922240462607769
250,0.10010142464717106,0,0.16216298652718186
251,0.11718115514144715,0,0.10408900620498934
252,0.10128557514633711,0,0.10213748227394277
253,0.10002201692974212,0,0.12212840861097608
254,0.10204786596860414,0,0.1301212092931688
255,0.10043166984833621,0,0.1839739626945425
256,0.4796852340658203,0,0.45313696788572966
257,0.10506068593019818,0,0.11509547586796595
258,0.11673384603676326,0,0.10258613681187245
259,0.4526262691282117,0,0.30993077509856526
260,0.12695365599262712,0,0.1736699321615224
261,0.6111405535822014,0,0.47812808990558864
262,0.30787776799122435,0,0.32604938690297725
263,0.10704432075122138,0,0.4930252309700671
264,0.5319097719768443,0,0.7030292345954328
265,0.7903501012186785,0,0.7396507293622785
266,0.4595987260871116,0,0.48601734151317855
267,0.14764250698512635,0,0.3456968122649718
268,0.13397917346694593,0,0.10098222979985505
269,0.5278931453501244,0,0.5052386944743249
270,0.49318147272413393,0,0.4689355083465697
271,0.8137359688048071,0,0.668484139756824
272,0.3557622978531859,0,0.3954994117344216
273,0.328809806270999,0,0.7681544930659364
274,0.10307493734947878,0,0.19386806983714958
275,0.10225675514300908,0,0.12606165563153163
276,0.10021307810225918,0,0.10332340461155722
277,0.10616074178909186,0,0.1050225362616568
278,0.10471658310186274,0,0.11355712015027991
279,0.10264495240969032,0,0.10394706090810724
280,0.4460664186823692,0,0.8802444014400498
281,0.7204537590083663,0,0.1650444654388437
282,0.827706774607063,0,0.3421396196044637
283,0.6212425782664338,0,0.8504445076185695
284,0.48030479788384284,0,0.2415878894382969
285,0.10891060578371103,0,0.10873823307403109
286,0.4218124682462068,0,0.733814200656863
287,0.28739171069538383,0,0.3112976587827838
288,0.8518571597543921,0,0.5464870907759724
289,0.4995562063277056,0,0.8760982302576672
290,0.10376652424591887,0,0.10393155882186275
291,0.7234957882816334,0,0.6317663338287356
292,0.8260002706479068,0,0.26391990421020406
293,0.12679307745849475,0,0.15006196865290344
294,0.2269941066231395,0,0.13191445825436665
295,0.10048570482808822,0,0.18140721462055934
296,0.10301828788929791,0,0.1515490770988659
297,0.10003596021933378,0,0.1607965244895333
298,0.1016001181945943,0,0.10059184778143841
299,0.10217034823802623,0,0.1713804629400444
300,0.12445281079329922,0,0.27417598356089024
301,0.5212098382914067,0,0.5672028965096975
302,0.3087325000052886,0,0.3811743531602789
303,0.829955599001337,0,0.18370333122456659
304,0.10492354004045273,0,0.10151844711036728
305,0.10964553289822594,0,0.11856746959857349
306,0.10028019341784472,0,0.10742915359701624
307,0.7095557103950434,0,0.41523715612039014
308,0.5726058851277901,0,0.6431621707049056
309,0.41449477517300914,0,0.8516264527013284
310,0.6182788081643918,0,0.4080438005082657
311,0.11972957751876533,0,0.1049697411129281
312,0.5391484371317034,0,0.8144701522718519
313,0.44703911832109455,0,0.5228308326884786
314,0.6190815220040815,0,0.48026636932764954
315,0.683237756752282,0,0.5015476977463276
316,0.10195693321711272,0,0.10174601424026519
317,0.10352547016910019,0,0.10648087306695367
318,0.16110831577803647,0,0.5627187961276948
319,0.8316404455490672,0,0.20625558805173708
320,0.8110646359948052,0,0.48222505765322965
321,0.10121086313042285,0,0.1459276372171238
322,0.5795413612886134,0,0.16510980480521553
323,0.10038610580141212,0,0.10376836771477227
324,0.10571470517488507,0,0.20698527230719066
325,0.12742758873440532,0,0.11039266698236473
326,0.6288396578544854,0,0.7423248461322663
327,0.6494829196830638,0,0.5116626571126534
328,0.7473527762462177,0,0.6830577528837194
329,0.4510020460008597,0,0.5135081485038873
330,0.5322081677388789,0,0.3460559240019168
