,colsample_bylevel,colsample_bynode,colsample_bytree,estimator,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda
0,0.45207969292337413,0.7797300556233349,0.7535447962664144,0,0.0008893456832773322,0.10220892652285574,5.0,2.0,652.0,0.23360450486510853,0.6081947249587365
1,0.6962738448913754,0.39131657959646604,0.3158575192914118,0,0.29250616706390087,0.16692965322956876,4.0,6.0,862.0,0.45113708509411654,0.03890984687190857
2,0.9190725309098371,0.8143115669445853,0.2033770822392798,0,0.003910443621377286,0.12187469376409327,2.0,7.0,691.0,0.06791858463493672,0.33092491190577245
3,0.984006061398576,0.8079082984317554,0.6176671231822046,0,0.18577045465012326,0.1359101835931915,2.0,5.0,272.0,0.8178539611293236,0.5449710926153587
4,0.2695175929808876,0.3143201851858719,0.5248684433408123,0,0.0008139926289393307,0.17157119428173748,6.0,2.0,999.0,0.13224527163315586,0.5672002950576398
5,0.2055305083565446,0.6310321926553566,0.2438910787537271,0,0.08315088650323932,0.054394858522327325,5.0,3.0,403.0,0.7497966387964325,0.8035636779907642
6,0.6082552043640517,0.4094149884483332,0.49685727617886766,0,0.0015448188097046955,0.13528578581300346,6.0,4.0,448.0,0.2358809018226259,0.27872159219140186
7,0.6589294425982791,0.5799384225262332,0.9071875104238349,0,0.004759061735661256,0.115112919858447,2.0,2.0,119.0,0.5170913785099145,0.6397773950633785
8,0.7498963678703543,0.9269538359718227,0.7172521166924317,0,0.0008707356375934957,0.11157147989355204,6.0,7.0,683.0,0.34605313987157593,0.34500511727164235
9,0.4022693551757214,0.2046470853195378,0.5263559265133785,0,0.00752886172843608,0.08314171295359692,7.0,8.0,732.0,0.24132930378105827,0.9862708572039535
10,0.201953868497888,0.6534474215099695,0.20142825793910402,0,0.0009355788061280457,0.10394368583257411,8.0,7.0,21.0,0.21429660393822475,0.3840925178139997
11,0.5697220613937533,0.981378920126258,0.7858609700337631,0,0.020182526823981185,0.15109806005575482,6.0,8.0,304.0,0.4322232672584659,0.6536445580379716
12,0.5104643319894732,0.6274081609745733,0.47605656996975854,0,0.059067040814641494,0.1670304739015495,3.0,8.0,141.0,0.00708215579834659,0.6519962110127213
13,0.9870734292130344,0.6843007131272733,0.645240604719644,0,0.00028030181105322127,0.12495976593215001,3.0,3.0,380.0,0.009090761160161144,0.6344066614334858
14,0.9743358056525869,0.9987696945279628,0.9793258131391369,0,6.191854552333939e-05,0.0923800657967083,7.0,6.0,1000.0,0.9452682876664789,0.052478647923965505
15,0.9623872966811646,0.27479659761069375,0.38483707595882877,0,0.004806390317706771,0.19985857845482363,7.0,3.0,597.0,0.011655544549717428,0.7301653227103534
16,0.3058044386971173,0.4962427412142264,0.7240628371146707,0,0.0003745540177737972,0.08600711516930358,6.0,3.0,837.0,0.23994671575253415,0.7646661085239845
17,0.6503469408200878,0.6789219649887306,0.7868523913276366,0,0.006257357919991721,0.050778853133787674,6.0,5.0,986.0,0.28991065635224716,0.9782228000617545
18,0.22869987565228772,0.5641763268157503,0.7695793053813049,0,0.004210338004784958,0.16185951439023705,10.0,8.0,677.0,0.23467857957705968,0.011504435348538502
19,0.201885927996044,0.7395117894362567,0.20767936067003745,0,0.0021808417887730774,0.06247724507272128,4.0,3.0,79.0,0.06459645456186196,0.7558157612291475
20,0.5128454631360839,0.4837319592675832,0.32044732615110977,0,0.053480820338275795,0.06879486366955945,6.0,1.0,669.0,0.577545183637552,0.24852173413056372
21,0.9240241369918126,0.8385829411458444,0.8308898359060076,0,0.020049508678304254,0.12894506166979852,2.0,6.0,472.0,0.14295423919402828,0.7996951781522303
22,0.20011585857374053,0.5270813600305775,0.3997233716470275,0,0.0036232889689860547,0.06946098914853906,6.0,7.0,574.0,0.19255938534362588,0.9473827410832689
23,0.8025449144671148,0.2035047941968254,0.47840146148170803,0,0.0471582755543698,0.12434136140760951,6.0,3.0,719.0,0.017689366071326262,0.9428356188000193
24,0.41273020829240437,0.9351002749205456,0.6171295490748888,0,0.00032533608158602685,0.12805240918653674,4.0,2.0,467.0,0.4167617928415728,0.9014367325430215
25,0.4830838744991106,0.930457982132769,0.34000077018907526,0,0.0015695807736793022,0.16362439048062466,6.0,2.0,442.0,0.5713223811573787,0.5214105862342385
26,0.20072309216074086,0.40254826868003235,0.5325958343882904,0,0.002012684233560224,0.09274192724839453,5.0,6.0,510.0,0.28982484923598084,0.5584458780128359
27,0.7696409661757475,0.9270724427904888,0.9371955856254607,0,0.0002548090651909307,0.16399082325177358,8.0,6.0,382.0,0.21578774568735104,0.7902323651553043
28,0.8592625237090139,0.5087738750378276,0.999456582640229,0,0.0002353922000051245,0.05615929169664824,9.0,7.0,882.0,0.47286289582789576,0.37015309103480043
29,0.8933085188968972,0.2112559585568216,0.5691594458117947,0,0.01115281051890435,0.06935652157234731,5.0,4.0,991.0,0.011159847553186032,0.5218858989021883
30,0.27177804045143383,0.9997758510348462,0.46495851810240135,0,0.003997797709601141,0.16541001298925326,3.0,1.0,617.0,0.10301245974635143,0.6238666150720753
31,0.7952706334483314,0.8847845166135272,0.42859888002610036,0,0.0027357759052303865,0.16661054834396744,9.0,3.0,938.0,0.000699236428258955,0.7631436500443597
32,0.3113648485861933,0.33950430919786406,0.4986082767418864,0,0.013702423589850486,0.1887739640284556,2.0,8.0,756.0,0.19685565809522212,0.5798093797149015
33,0.8479910130836139,0.6647055884326338,0.8731845483847838,0,0.0007037757132459799,0.09227872133000534,9.0,1.0,824.0,0.07044170723292786,0.9755875434423341
34,0.57231814076315,0.41976287434959725,0.7405158802443597,0,0.009760173699572466,0.17645766100028668,7.0,5.0,552.0,0.42082828272025613,0.00317993682984391
35,0.20289579588973813,0.4258454114642728,0.697173180034774,0,0.005200034219880276,0.15422734155283002,8.0,1.0,812.0,0.28118120983836414,0.7606158245705958
36,0.8844140281077835,0.8175592137511982,0.9603999234975819,0,0.0047726119186285235,0.11043779629725181,9.0,8.0,826.0,0.08121656017741022,0.3536659327325891
37,0.3737038093134796,0.8458132657332627,0.44893127772192715,0,0.016529888842186983,0.08675043581133222,8.0,7.0,244.0,0.035656183136494046,0.27576621260657136
38,0.9478456100567317,0.3854648014879972,0.5227259899437323,0,0.0012173117702324874,0.16873637483717124,5.0,7.0,809.0,0.3110482466219783,0.7308021914613816
39,0.21586355123083784,0.7043842864174095,0.46533124447134305,0,0.011546557553872794,0.1271163613361032,8.0,1.0,928.0,0.1009302838679893,0.19455365492156962
40,0.9800019721624673,0.4746576693085703,0.20894709235785625,0,0.0030641354692979117,0.18172173933275115,7.0,5.0,966.0,0.11881554615188555,0.14150692710751117
41,0.25480277508209837,0.5393723287553092,0.7491090754831493,0,0.0034726293255852,0.1607706751637428,6.0,3.0,452.0,0.7311425922503626,0.3878000851428808
42,0.7537945584272704,0.6883085321642161,0.7241393819831013,0,0.0012030488140500062,0.0798552649474791,8.0,7.0,730.0,0.03206946834406317,0.13909702934861012
43,0.32798517689710605,0.8435555880146687,0.35725696653117156,0,0.0041483639041690595,0.06992507512485346,8.0,6.0,190.0,0.010375245430470373,0.7130190987426279
44,0.5609812368546824,0.8628778707193614,0.9866158764992036,0,0.02525159044180528,0.12438485131379291,5.0,1.0,449.0,6.624369261792884e-05,0.39666678600972427
45,0.5386620691438656,0.4426645051785881,0.20527566110341333,0,0.005839745867096659,0.08054233987722373,5.0,8.0,807.0,0.43882500119394596,0.7912924844727736
46,0.9977181469617474,0.4518289179579992,0.8827581670802913,0,0.003470686555919811,0.11405911645291987,4.0,2.0,694.0,0.2296870818453159,0.5076009368212404
47,0.9179334819777901,0.9827979484238368,0.8471928110455736,0,0.0033201756245393077,0.062019944586233715,9.0,2.0,511.0,0.3854937149116809,0.9811332544613769
48,0.3096654298955468,0.5326716630366891,0.3718682690230143,0,0.02575427277396264,0.07577834014566986,6.0,5.0,849.0,0.031229717733825338,0.6066393643187769
49,0.3027814965315977,0.45259727046761367,0.9241942586675744,0,0.0016188930205242487,0.1987056363107545,4.0,2.0,696.0,0.026319366088777996,0.3904155693265824
50,0.904533132238982,0.2290282713672517,0.3723468495325005,0,0.03534218017831575,0.11725194871243072,3.0,1.0,385.0,0.3484487723723281,0.47313003234878004
51,0.930311811944311,0.7544339301348091,0.948146734703286,0,0.039951770973145714,0.06028786181404899,4.0,5.0,362.0,0.07357280941898567,0.14756858414027915
52,0.2589351034475837,0.2982196071639962,0.6770567574254638,0,0.001958117407536099,0.11555636637657661,8.0,8.0,677.0,0.037760323400106655,0.9999786496358665
53,0.8435640923900998,0.4413609213500225,0.5886107586064868,0,0.003793801892419131,0.11805019749496723,6.0,7.0,277.0,0.06469580150303442,0.76414447284919
54,0.21478804025155449,0.343353039806302,0.5390950749671675,0,0.03628085671575626,0.13669699106424688,8.0,3.0,616.0,0.09527777745702426,0.4088545895767073
55,0.8916594411100098,0.6737599803884778,0.6644843885913975,0,0.0020652188316303546,0.1386810130431964,9.0,6.0,631.0,0.15462440741399228,0.5487826634665822
56,0.38295353559818485,0.9663907803334552,0.6605577007473238,0,0.07392958881881127,0.11422850778506274,6.0,7.0,847.0,0.019479605763283003,0.7928685335022689
57,0.4896537510107914,0.3924846872520085,0.20260975777069046,0,0.019042171067455003,0.18175189770039143,10.0,4.0,301.0,0.21269941584262764,0.3551516411674014
58,0.9119759621511498,0.9031837691669209,0.9359852829587704,0,0.0025344997588631624,0.17681627139600506,4.0,6.0,509.0,0.37899736310823473,0.685726999282601
59,0.4258513143496081,0.25305586937687874,0.4128753432486362,0,0.02884825657964235,0.10114534945117773,5.0,3.0,625.0,0.26878057170059133,0.1465152954221876
60,0.6762231441970658,0.6189492105137777,0.7689035737759417,0,0.0038955659439235957,0.1537999510085739,2.0,1.0,989.0,0.22223447788124948,0.0005666565931868317
61,0.4177618633377421,0.36920657033051946,0.526630851787361,0,0.004221079826221105,0.10660317054348202,3.0,1.0,597.0,0.35287163376561104,0.26637448024496335
62,0.6916154496482776,0.5425851169247092,0.9483982579245223,0,0.009588781819589736,0.1842152696750531,8.0,6.0,735.0,0.34083238215724,0.8519978350311331
63,0.7030462458525617,0.5490368310931119,0.8550376991903583,0,0.0019061427381531371,0.13867813978884988,6.0,6.0,707.0,0.7481297665821884,0.41237296917483485
64,0.31518334042756513,0.3429550759369313,0.9765276308378652,0,0.002413388722652416,0.08264873158916812,8.0,1.0,795.0,0.16326030489561136,0.9199273006724569
65,0.6771865016412421,0.3866718517839525,0.6118157510200881,0,0.001045864832152671,0.15799355484877362,7.0,5.0,224.0,0.4583040682181594,0.23374525824919473
66,0.788506171849753,0.20004155800472606,0.5840170177195726,0,0.0005033571202249682,0.11281049123147488,3.0,5.0,658.0,0.05687473173191071,0.47263966276094355
67,0.5947950903513836,0.7335234353769918,0.3342835514594704,0,0.02775281742587075,0.053432544419979466,5.0,1.0,253.0,0.6088695277499981,0.6919258009368939
68,0.3876674607462399,0.4229675168509892,0.221791554742885,0,3.06827051617109e-05,0.10386229341038947,9.0,6.0,490.0,0.0005003535128779157,0.9778623305520124
69,0.5290189752596363,0.4254544413364202,0.6506360438208036,0,0.0007875037751945996,0.1261846135229125,5.0,8.0,439.0,0.017819044285268437,0.3329182112114615
70,0.47877257461462785,0.5041854020209459,0.5131329778196764,0,0.006156311940890556,0.14720929363636936,10.0,3.0,210.0,0.2662547695937705,0.7628069884619337
71,0.5487110624814489,0.926202760972169,0.9562009182530039,0,0.009728644676339838,0.11850890195403598,10.0,4.0,654.0,0.6610570697752234,0.24523555951516116
72,0.7915825337077014,0.34307899770537925,0.34897264542477063,0,0.02629992193218167,0.16830765704929063,4.0,8.0,514.0,0.4923249391126918,0.2945560059638896
73,0.7570059215851299,0.28783120798494993,0.590109047024,0,9.44448459896767e-06,0.11697824675795213,7.0,6.0,531.0,0.2524218653903227,0.991859710208923
74,0.6118799441774597,0.47104364945104965,0.5786772119952057,0,0.0005327027470652633,0.07922430597748373,10.0,6.0,674.0,0.8358976047239062,0.08417120437135622
75,0.21699127713955496,0.9782124466624833,0.6987104969739697,0,0.00729713623081478,0.17863474003438518,10.0,6.0,991.0,0.5002745753784095,0.16716681368952507
76,0.4755936325712557,0.413314069916317,0.6896793830981764,0,0.00027809960211474345,0.10234415449816958,9.0,1.0,767.0,0.21079159880879972,0.9558284991792338
