Date,EAFE
2014-05-20,1.5419872937391368
2014-05-30,0.6539042377694325
2014-06-12,0.8379718013016985
2014-06-23,-1.4833476852838163
2014-07-02,-0.8429178905464244
2014-07-14,-0.09094027006921844
2014-07-23,-0.6604383167820702
2014-08-01,-0.1191254999826396
2014-08-12,1.3706545701623274
2014-08-22,0.4502111401004114
2014-09-03,-1.0109878697465484
2014-09-12,0.008613984776044116
2014-09-23,-1.0599574088507469
2014-10-02,-2.4526441926337723
2014-10-15,1.422590631299459
2014-10-24,0.9468681493298039
2014-11-04,0.19281304788515785
2014-11-13,0.049023310578311996
2014-11-24,0.14906770797448374
2014-12-04,-2.248519087605366
2014-12-15,1.5870362315723239
2014-12-24,-3.4813005639350476
2015-01-07,0.7282797993748034
2015-01-16,1.1461863216025183
2015-01-28,1.4503714234165785
2015-02-06,0.48602576690066146
2015-02-23,0.24135907561802006
2015-03-04,-1.3176322722209275
2015-03-13,2.543026874403432
2015-03-24,-0.8282039225003103
2015-04-02,0.7772487300694533
2015-04-14,0.2824940968660105
2015-04-23,0.3202120507238185
2015-05-06,1.3769330019697124
2015-05-15,-0.2490718998554869
2015-05-27,-0.30551559035179915
2015-06-05,1.1356511295097946
2015-06-16,1.5418711630362838
2015-06-25,-1.6623389591862368
2015-07-07,1.9369610424187218
2015-07-16,-0.633711726088936
2015-07-27,1.3368320505962499
2015-08-05,-0.4119000478143256
2015-08-14,-4.406135120378574
2015-08-25,2.723637478803943
2015-09-03,-0.8382822449212919
2015-09-15,-0.00958628515531314
2015-09-24,2.510769257459567
2015-10-07,0.409743591838137
2015-10-19,1.0461809629972338
2015-10-28,-0.37267164349919274
2015-11-06,-1.219796087829954
2015-11-17,0.9256093406241166
2015-11-27,0.28816601476793796
2015-12-08,-0.6289391711084535
2015-12-17,-0.391494310856509
2015-12-29,-3.673714112880081
2016-01-11,-1.7593951878087322
2016-01-21,2.7776370182342736
2016-02-01,-3.8276982232757315
2016-02-16,1.3163517729182144
2016-02-25,0.8264309143730661
2016-03-08,1.0884069819350761
2016-03-17,-0.7187467750142426
2016-03-29,-1.2940973434572807
2016-04-07,4.086401065284844
2016-04-19,-0.5574942009148144
2016-04-28,-0.5111087387666577
2016-05-11,-0.35540216134571023
2016-05-20,1.6575766488589525
2016-06-01,0.5523956483802089
2016-06-13,1.3406666484846503
2016-06-22,-2.2766170039541573
2016-07-01,-0.1825150382555624
2016-07-13,0.21713288899160546
2016-07-22,0.5725235549413755
2016-08-02,0.7595035889957652
2016-08-11,0.07165441541921741
2016-08-23,-0.6369431753115835
2016-09-01,1.021428512362921
2016-09-13,1.8167727855125257
2016-09-27,0.08952306299772504
2016-10-07,-0.5128569911462627
2016-10-18,0.17369184208391308
2016-10-27,-0.6064464403480568
2016-11-07,-0.04747837527608842
2016-11-16,0.393309052648772
2016-11-28,1.4530993948033704
2016-12-07,0.39141803089447713
2016-12-16,-0.31004042314298436
2016-12-28,1.9677036028510497
2017-01-10,0.6377533401021032
2017-01-20,1.0701197913460752
2017-02-02,0.11497401485244133
2017-02-13,0.37596301801242615
2017-02-23,-0.22539885433191398
2017-03-07,1.1845302149138084
2017-03-16,-0.008013168330258473
2017-03-27,0.2629102896517762
2017-04-05,-0.10082883414742215
2017-04-17,2.0203663091174398
2017-04-26,1.4716018887346192
2017-05-11,0.7932869821503016
2017-05-22,-0.10162115636979817
2017-06-01,0.03903517746191027
2017-06-13,-0.8894661767845351
2017-06-22,0.7686813180973101
2017-07-03,0.01322309698602987
2017-07-13,0.8324163234025116
2017-07-24,1.0702377289257465
2017-08-02,-0.3304554563814846
2017-08-11,0.9587697304298931
2017-08-23,0.3793375815148106
2017-09-01,0.7288652331108588
2017-09-13,0.45454888731315224
2017-09-22,0.5785461935167352
2017-10-11,0.25091945961159107
2017-10-20,-0.2353494890389091
2017-10-31,0.3126536202810129
2017-11-09,-0.23642430932625114
2017-11-20,1.5071816014085
2017-11-30,-0.4648883399198809
2017-12-11,0.46928712166011427
2017-12-20,0.8463033925547407
2018-01-03,0.7060308647225857
2018-01-12,0.47518550703419926
2018-01-23,-0.6582860183648739
2018-02-01,-4.812631642748155
2018-02-12,1.0585150322572239
2018-02-23,-1.6866011186007894
2018-03-07,0.4518225434319399
2018-03-16,-2.654625024137475
2018-03-27,0.6950099658450877
2018-04-06,0.6300814404457339
2018-04-17,-0.21297286022288522
2018-04-26,-0.37801460373417184
2018-05-09,0.383188387342047
2018-05-18,-2.4720801159606123
2018-05-30,-0.04137230636827973
2018-06-11,-3.378363842761906
2018-06-21,-0.39908736679512546
2018-07-02,0.695903120335711
2018-07-12,0.16699092466910717
2018-07-23,0.5125836398047865
2018-08-01,-0.7179544644680557
2018-08-10,-0.40068486706166717
2018-08-22,-0.356317274569928
2018-08-31,-1.5456155864816228
2018-09-11,1.073022849253229
2018-09-20,-1.6995373160631737
2018-10-05,-2.4179085767429878
2018-10-17,-2.8384899467692333
2018-10-26,2.314984640858284
2018-11-06,-0.5505897668233928
2018-11-15,-0.8826038787190328
2018-11-26,-0.35470363460659
2018-12-05,-1.0882396000520511
2018-12-14,-3.043219832537027
