,alpha,estimator
0,0.5464583079037619,0
1,0.8996434940131871,0
2,0.8992355504772024,0
3,0.10008608781808807,0
4,0.10026354541027024,0
5,0.8997062342770951,0
6,0.8998760377205615,0
7,0.8999951911667617,0
8,0.8999155696985685,0
9,0.1352388338672038,0
10,0.8997035889520318,0
11,0.8998014555921322,0
12,0.4498020554875025,0
13,0.8996969922769676,0
14,0.8997079504142892,0
15,0.10015147062543206,0
16,0.8999995226573329,0
17,0.8990396976722904,0
18,0.8988969866814783,0
19,0.8998466558154072,0
20,0.10038121726043298,0
21,0.8999504986298837,0
22,0.10071091792654804,0
23,0.1000610770363238,0
24,0.10025550390818994,0
25,0.8993648805902271,0
26,0.16460073687976987,0
27,0.1006257078422573,0
28,0.20494879890146206,0
29,0.8998313702827276,0
30,0.10009442708858013,0
31,0.6600197678881585,0
32,0.10082352366407726,0
33,0.8998294889636265,0
34,0.2963501819804581,0
35,0.10075714819216552,0
36,0.899785879673,0
37,0.3998262742385098,0
38,0.1001990125785282,0
39,0.3510675303473956,0
40,0.8997196268272232,0
41,0.10062056095411749,0
42,0.13636254620832705,0
43,0.46093469157965644,0
44,0.1000026477520055,0
45,0.10010509083588436,0
46,0.22922272720736742,0
47,0.28663605549482357,0
48,0.5728335984049464,0
49,0.8998664475519832,0
50,0.8985716634906858,0
51,0.5561515191130412,0
52,0.8999156538335333,0
53,0.8992113590861399,0
54,0.10025623081369547,0
55,0.10032288003323034,0
56,0.10056962662131845,0
57,0.8994913131197353,0
58,0.1576694565050643,0
59,0.10010859807733431,0
60,0.1000468524420104,0
61,0.8994868263446445,0
62,0.8996210686238093,0
63,0.2881441718715854,0
64,0.3365654163678497,0
65,0.10014404295858444,0
66,0.4679862081041132,0
67,0.5608938038057988,0
68,0.2799882487192155,0
69,0.899977463205041,0
70,0.8999975562008772,0
71,0.10085293846023541,0
72,0.10071774450579797,0
73,0.8998350418662031,0
74,0.8988992118941844,0
75,0.8997389836530041,0
76,0.8986082858952823,0
77,0.21755535025405007,0
78,0.8997813061081507,0
79,0.8994755920090552,0
80,0.8991815139364218,0
81,0.8995588017922271,0
82,0.10053378107491748,0
83,0.1000151664222658,0
84,0.21925504170999457,0
85,0.47248356792667073,0
86,0.8996129389891317,0
87,0.8552909051236044,0
88,0.8999795888814434,0
89,0.8994507938549597,0
90,0.10028632880099413,0
91,0.8995923717222857,0
92,0.21283227372219873,0
93,0.1753927388778719,0
94,0.8996895216628404,0
95,0.8995517734067309,0
96,0.8997756680415258,0
97,0.10021430000350814,0
98,0.10015935996687783,0
99,0.8999706270005786,0
100,0.3267360597719467,0
101,0.10085636332633406,0
102,0.8995713035758612,0
103,0.899829978896688,0
104,0.5960066521627232,0
105,0.530561729334746,0
106,0.10028442968190704,0
107,0.10024191715417559,0
108,0.10036327314779557,0
109,0.8999501823475395,0
110,0.10088206007081618,0
111,0.29631690649268133,0
112,0.28031282255543005,0
113,0.32621617273446396,0
114,0.8996903969835354,0
115,0.13220682785779572,0
116,0.8995258467218095,0
117,0.10062136837658171,0
118,0.10046687583235703,0
119,0.1000979584953937,0
120,0.10079744039582451,0
121,0.10203615105128509,0
122,0.10055030669229509,0
123,0.8984957881911786,0
124,0.8999914417652906,0
125,0.8999033914360305,0
126,0.1657089643854678,0
127,0.8997185128715275,0
128,0.1004472225367136,0
129,0.8992295493774569,0
130,0.8998832825965302,0
131,0.45114394759092075,0
132,0.8987607783628959,0
133,0.8997074631218235,0
134,0.10026438209474182,0
135,0.8995545416674218,0
136,0.10000290992309065,0
137,0.10021275016393993,0
138,0.10014305023047892,0
139,0.8999643037866889,0
140,0.8993964381101917,0
141,0.8994123752072538,0
142,0.10053042507252777,0
143,0.10075444520870587,0
144,0.10033340011734569,0
145,0.764620177767465,0
146,0.10033390134499003,0
147,0.10027582509084967,0
148,0.10122102436937051,0
149,0.8998281604793569,0
150,0.8998040899007101,0
151,0.8999833761612727,0
152,0.8996649187236846,0
153,0.10145610186441648,0
154,0.10152144774383902,0
155,0.8995127088151892,0
156,0.5277447111736623,0
157,0.8998679202007364,0
158,0.6653473257014831,0
159,0.1001769170168486,0
160,0.8998321417020241,0
161,0.8999624227925848,0
162,0.8997621863088536,0
163,0.10038760024750272,0
164,0.1473938215026833,0
165,0.10045570265854696,0
166,0.8999468424088193,0
167,0.10019974798940132,0
168,0.11574116946234866,0
169,0.10869798174672349,0
170,0.30188242070111904,0
171,0.1008421135300183,0
172,0.8996899621808143,0
173,0.10024663263325409,0
174,0.11049209275031256,0
175,0.10056541914089767,0
176,0.899319087999127,0
177,0.4168932363349431,0
178,0.10963779259838602,0
179,0.10029733663762141,0
180,0.35233974899442333,0
181,0.10021863127134463,0
182,0.5695961109838613,0
183,0.8995491044763209,0
184,0.1337898604567096,0
185,0.8999410270982908,0
186,0.898578912186565,0
187,0.10025612034430215,0
188,0.899760741135734,0
189,0.10020213986641086,0
190,0.8997954568045724,0
191,0.10048195068377921,0
192,0.8999014455499504,0
193,0.10096321464407945,0
194,0.8997757051318203,0
195,0.10056854200397564,0
196,0.28230051842738196,0
197,0.10027642304497819,0
198,0.10015435986484932,0
199,0.698926725014473,0
200,0.8997390242712859,0
201,0.13528430060021254,0
202,0.899806842506339,0
203,0.58111614744628,0
204,0.17636804994612146,0
205,0.1005256076649953,0
206,0.10044379875222405,0
207,0.8996096331149693,0
208,0.12857350298677273,0
209,0.8996380614043898,0
210,0.10033299764014861,0
211,0.10020631844266079,0
212,0.8999266389911721,0
213,0.10030592667287208,0
214,0.17803150246033753,0
215,0.10004725726658376,0
216,0.10011398826058994,0
217,0.8997413195080354,0
218,0.7953801245972454,0
219,0.1586720798417659,0
220,0.6598286886031719,0
221,0.8997310280133065,0
222,0.8994870283025039,0
223,0.2602929719690893,0
224,0.10019497628519632,0
225,0.1779207906621386,0
226,0.22436521912895094,0
227,0.10005667080847953,0
228,0.8997846549411547,0
229,0.23815754798405625,0
230,0.5808819878325104,0
231,0.10086923552283428,0
232,0.315108593122461,0
233,0.10006261260530988,0
234,0.4891732421951567,0
235,0.7652385570517021,0
236,0.43816744047743966,0
237,0.8998386999176506,0
238,0.8997350470022402,0
239,0.10007239074090599,0
240,0.8995814179629678,0
241,0.8998202779425885,0
242,0.10049015422976115,0
243,0.14103228445921073,0
244,0.10025188742109496,0
245,0.10095904085014847,0
246,0.8998004124392974,0
247,0.10010667881059342,0
248,0.10066675313823108,0
249,0.37382769631066903,0
250,0.8996546416430253,0
251,0.18602860183753966,0
252,0.8992370699217898,0
253,0.10041755800497243,0
254,0.3124523595414565,0
255,0.10020505664163248,0
256,0.10607185978895428,0
257,0.1000744125916934,0
258,0.46366433675158436,0
259,0.8994007928176556,0
260,0.11777196234993262,0
261,0.5280732301265648,0
262,0.10077373723716206,0
263,0.10037899329055779,0
264,0.685893023793474,0
265,0.10033821716260902,0
266,0.8995047744549559,0
267,0.10029104608667927,0
268,0.6090144175489463,0
269,0.1004040298588265,0
270,0.1002058166542128,0
271,0.16451750413833371,0
272,0.899907768337595,0
273,0.12446976756451669,0
274,0.8999851972563745,0
275,0.10008056034963109,0
276,0.2495751709913397,0
277,0.1763733704199605,0
278,0.1002746791273666,0
279,0.8990012131098556,0
280,0.8999146593681646,0
281,0.10023057093249207,0
282,0.10018624857093547,0
283,0.8998057866949946,0
284,0.39347583703104705,0
285,0.10005630116787823,0
286,0.1006663167411766,0
287,0.3105271296241626,0
288,0.8997589753599762,0
289,0.8999534977168973,0
290,0.8999200756199006,0
291,0.10049217360553556,0
292,0.8998853926004657,0
293,0.12187657145876296,0
294,0.10006799356442209,0
295,0.8996817132762859,0
296,0.8995472723722724,0
297,0.8998466533185956,0
298,0.10007958479575761,0
299,0.8997373335338891,0
300,0.8998575756498491,0
301,0.10084196272164214,0
302,0.12025334615663547,0
303,0.643876694146083,0
304,0.10039762889858991,0
305,0.1002520388181541,0
306,0.8997762736762112,0
307,0.10005330038905974,0
308,0.296687720615717,0
309,0.10003313076100004,0
310,0.10001837585123817,0
311,0.8992253492902097,0
312,0.4854758242720599,0
313,0.8997855562172864,0
314,0.8993323710249961,0
315,0.10016619231421955,0
316,0.8993634828903065,0
317,0.10025049576099393,0
318,0.10070912665962377,0
319,0.5790037993829592,0
320,0.10003196387041774,0
321,0.8999817230425168,0
322,0.8998923116122542,0
323,0.8249222883709243,0
324,0.8993279912427082,0
325,0.10007400839896158,0
326,0.8994693613606358,0
327,0.899135212360161,0
328,0.8998044745187153,0
329,0.8994842919382002,0
330,0.33776533913097595,0
