,estimator,learning_rate,loss,max_depth,max_features,min_samples_leaf,n_estimators
77,0,0.10907581404903381,0,6.0,200.0,15.0,194.0
78,0,0.09483370121629131,0,4.0,175.0,5.0,727.0
79,0,0.18694181458077172,0,4.0,198.0,66.0,997.0
80,0,0.19149698492291717,0,2.0,178.0,45.0,685.0
81,0,0.0882727435105195,0,4.0,164.0,21.0,865.0
82,0,0.11202700014627967,0,9.0,150.0,18.0,321.0
83,0,0.15080363901896193,0,10.0,150.0,67.0,804.0
84,0,0.1914899802582023,0,5.0,200.0,59.0,952.0
85,0,0.18020319023220494,0,10.0,195.0,72.0,960.0
86,0,0.15630772893852088,0,2.0,181.0,48.0,688.0
87,0,0.1870384472078352,0,6.0,182.0,34.0,540.0
88,0,0.19524179954147294,0,8.0,153.0,70.0,561.0
89,0,0.19302524675800314,1,9.0,200.0,8.0,743.0
90,0,0.15088766005005474,0,8.0,193.0,35.0,477.0
91,0,0.18790915670328517,0,3.0,162.0,50.0,787.0
92,0,0.11924977476578574,0,7.0,175.0,45.0,730.0
93,0,0.11295495655742527,0,5.0,196.0,41.0,611.0
94,0,0.12270944770028484,0,5.0,195.0,22.0,590.0
95,0,0.1336670390802049,1,4.0,155.0,9.0,544.0
96,0,0.17890033154999802,0,5.0,205.0,45.0,853.0
97,0,0.10612090572938174,0,7.0,212.0,31.0,405.0
98,0,0.13958888552055654,0,7.0,217.0,47.0,865.0
99,0,0.11409603125173147,0,9.0,156.0,40.0,634.0
100,0,0.19527753423179256,0,6.0,208.0,20.0,688.0
101,0,0.10316560420588473,0,10.0,167.0,20.0,818.0
102,0,0.19624308888339087,0,8.0,162.0,5.0,125.0
103,0,0.16169569154890312,0,4.0,164.0,14.0,677.0
104,0,0.10425820497365744,0,5.0,189.0,13.0,666.0
105,0,0.1434315753119762,0,5.0,172.0,17.0,386.0
106,0,0.1397795822847336,0,4.0,205.0,29.0,990.0
107,0,0.17081903825917877,1,9.0,206.0,6.0,299.0
108,0,0.18434374925011823,0,6.0,181.0,32.0,249.0
109,0,0.09466064163624957,0,5.0,165.0,9.0,312.0
110,0,0.17621123340465805,0,9.0,195.0,5.0,359.0
111,0,0.1776601178964502,0,9.0,199.0,10.0,642.0
112,0,0.16683196432632347,1,7.0,183.0,5.0,561.0
113,0,0.18205544346356375,0,9.0,202.0,66.0,745.0
114,0,0.1999251443595108,0,4.0,186.0,26.0,542.0
115,0,0.1258289054160226,0,2.0,193.0,23.0,502.0
116,0,0.08807416512437122,0,8.0,177.0,21.0,910.0
117,0,0.15328683144937935,0,4.0,180.0,5.0,285.0
118,0,0.19603638149172128,0,10.0,171.0,49.0,856.0
119,0,0.17097266958616458,1,6.0,182.0,7.0,806.0
120,0,0.19901949524898627,0,7.0,207.0,8.0,529.0
121,0,0.15654282865918165,0,5.0,151.0,43.0,384.0
122,0,0.16838452473182983,0,5.0,164.0,39.0,623.0
123,0,0.10752318057777362,0,8.0,221.0,44.0,702.0
124,0,0.142423292314456,0,5.0,194.0,12.0,209.0
125,0,0.19970510270502398,0,2.0,166.0,54.0,910.0
126,0,0.13354910394285163,0,8.0,176.0,7.0,733.0
127,0,0.08992904846537936,1,8.0,165.0,5.0,806.0
128,0,0.19966032153463653,0,7.0,182.0,5.0,848.0
129,0,0.1731856536409044,0,6.0,212.0,45.0,576.0
130,0,0.16786094245582228,0,10.0,189.0,39.0,566.0
131,0,0.09140999055518512,1,2.0,167.0,24.0,963.0
132,0,0.1718682451734316,0,7.0,167.0,33.0,845.0
133,0,0.09062221472589083,0,3.0,179.0,47.0,999.0
134,0,0.11583151716232325,0,2.0,151.0,27.0,963.0
135,0,0.14333617781725558,0,8.0,196.0,44.0,667.0
136,0,0.17710075164682304,0,5.0,151.0,14.0,162.0
137,0,0.17884872293246484,0,3.0,178.0,46.0,926.0
138,0,0.11139816446620163,0,4.0,160.0,13.0,807.0
139,0,0.16324200629778993,0,9.0,208.0,5.0,412.0
140,0,0.10492096670356202,0,3.0,205.0,13.0,471.0
141,0,0.055326091665947534,0,5.0,212.0,6.0,645.0
142,0,0.09828201285169282,1,6.0,189.0,19.0,858.0
143,0,0.17796613870925368,0,3.0,173.0,45.0,521.0
144,0,0.15756656261572247,0,9.0,176.0,5.0,382.0
145,0,0.1188197461252095,0,9.0,173.0,44.0,864.0
146,0,0.1889935181299973,0,8.0,175.0,70.0,711.0
147,0,0.1615934545887892,0,4.0,154.0,75.0,723.0
148,0,0.18157113763610966,0,4.0,188.0,59.0,539.0
149,0,0.07028111311779021,0,5.0,163.0,30.0,909.0
150,0,0.06910722845694238,0,8.0,176.0,9.0,187.0
151,0,0.18184894781970434,0,8.0,176.0,18.0,301.0
152,0,0.055454516791904065,1,5.0,166.0,10.0,681.0
153,0,0.11185534775179838,0,4.0,167.0,65.0,838.0
154,0,0.17967456888238154,0,2.0,216.0,47.0,902.0
155,0,0.09101882117818141,0,9.0,202.0,33.0,733.0
156,0,0.19813204466477155,0,5.0,216.0,46.0,719.0
157,0,0.14910352871027943,0,8.0,196.0,23.0,211.0
158,0,0.19808953597923185,0,9.0,156.0,12.0,126.0
159,0,0.19322077278453975,0,3.0,220.0,34.0,828.0
160,0,0.19418716431421215,0,6.0,217.0,48.0,514.0
161,0,0.08546526480945801,0,6.0,197.0,18.0,427.0
162,0,0.16813402375853354,1,6.0,164.0,14.0,868.0
163,0,0.19592296484055585,0,7.0,164.0,60.0,966.0
164,0,0.0988436787821719,1,9.0,189.0,8.0,625.0
165,0,0.1786008853218074,0,10.0,208.0,27.0,902.0
166,0,0.09087445798859389,0,9.0,195.0,10.0,848.0
167,0,0.15624306444949565,0,4.0,220.0,32.0,540.0
168,0,0.18243274113810903,0,10.0,181.0,19.0,297.0
169,0,0.19685021240259826,0,8.0,197.0,28.0,253.0
170,0,0.07324045035058241,0,9.0,179.0,25.0,999.0
171,0,0.1373623829082457,0,7.0,210.0,15.0,779.0
172,0,0.1835139898228594,0,7.0,213.0,25.0,564.0
173,0,0.09180936227856872,0,6.0,196.0,6.0,887.0
174,0,0.15399728823757822,1,9.0,155.0,6.0,891.0
175,0,0.17565140346128252,0,8.0,152.0,6.0,641.0
176,0,0.19389681900075398,0,4.0,223.0,6.0,367.0
177,0,0.1732203422019249,0,5.0,186.0,8.0,692.0
178,0,0.1321155900447694,0,4.0,161.0,34.0,695.0
179,0,0.12737993225275984,0,7.0,204.0,75.0,651.0
180,0,0.1262886965841228,0,5.0,205.0,42.0,642.0
181,0,0.14744808162386674,0,4.0,213.0,57.0,914.0
182,0,0.08833063214954107,0,8.0,158.0,35.0,997.0
183,0,0.1964960756697674,0,5.0,172.0,5.0,316.0
184,0,0.12769545412658306,0,5.0,183.0,38.0,822.0
185,0,0.17623771009503542,0,4.0,198.0,14.0,682.0
186,0,0.1819424555280468,0,4.0,191.0,52.0,739.0
187,0,0.14826141061215298,0,10.0,202.0,5.0,660.0
188,0,0.19967387238351325,0,3.0,210.0,66.0,997.0
189,0,0.14427913320201746,0,8.0,202.0,20.0,301.0
190,0,0.17455081320722188,0,2.0,198.0,69.0,792.0
191,0,0.10224372802103125,1,9.0,204.0,5.0,843.0
192,0,0.1876173526959652,0,7.0,165.0,7.0,276.0
193,0,0.16943127944711053,0,5.0,173.0,46.0,596.0
194,0,0.11946260107367587,0,8.0,186.0,47.0,858.0
195,0,0.09307769451607728,0,4.0,182.0,5.0,981.0
196,0,0.1752575637331849,0,6.0,218.0,59.0,910.0
197,0,0.07265079072983253,0,9.0,216.0,39.0,907.0
198,0,0.13443546405951326,0,7.0,207.0,24.0,315.0
199,0,0.15186292772178325,0,5.0,169.0,46.0,739.0
200,0,0.1746485927218664,0,3.0,155.0,27.0,675.0
201,0,0.1364971650516756,0,7.0,204.0,35.0,539.0
202,0,0.19365027037246485,0,4.0,220.0,45.0,808.0
203,0,0.15109199294985673,0,2.0,166.0,50.0,842.0
204,0,0.18167160340022037,0,4.0,211.0,43.0,903.0
205,0,0.10485979694327721,0,7.0,153.0,37.0,705.0
206,0,0.16030167737136053,0,7.0,216.0,13.0,784.0
207,0,0.09695455683081664,0,5.0,159.0,5.0,535.0
208,0,0.0651622606426183,0,4.0,178.0,28.0,876.0
209,0,0.18952970870698038,0,6.0,182.0,53.0,932.0
210,0,0.1939240651768899,0,8.0,178.0,18.0,191.0
211,0,0.19831353805672627,0,5.0,195.0,36.0,436.0
212,0,0.10222565668853656,0,2.0,182.0,20.0,772.0
213,0,0.19535966819876,0,7.0,211.0,31.0,447.0
214,0,0.16760454617266668,0,6.0,169.0,22.0,387.0
215,0,0.09172743260380092,0,4.0,198.0,24.0,373.0
216,0,0.07094208741378527,0,6.0,171.0,23.0,545.0
217,0,0.1422902656135922,0,7.0,186.0,6.0,524.0
218,0,0.13181262933739205,1,8.0,157.0,21.0,779.0
219,0,0.1591606690186107,0,4.0,178.0,28.0,564.0
220,0,0.19485327561509552,0,7.0,220.0,74.0,898.0
221,0,0.08358391982971938,1,7.0,169.0,7.0,969.0
222,0,0.11929408139367095,0,3.0,191.0,46.0,926.0
223,0,0.12991627645988796,0,7.0,182.0,73.0,994.0
224,0,0.18232314542662875,1,8.0,196.0,9.0,788.0
225,0,0.18952047416996382,0,5.0,198.0,43.0,498.0
226,0,0.16928652490084312,0,7.0,179.0,39.0,972.0
227,0,0.15295536221877296,0,5.0,151.0,7.0,544.0
228,0,0.08088026241800071,0,3.0,169.0,48.0,998.0
229,0,0.1470323018827525,1,4.0,174.0,5.0,803.0
230,0,0.17977361724969756,0,8.0,209.0,45.0,960.0
231,0,0.15809023175390513,1,5.0,204.0,45.0,1000.0
232,0,0.15925033925911566,0,2.0,172.0,45.0,867.0
233,0,0.14162505246080942,0,7.0,173.0,39.0,529.0
234,0,0.14459969480708185,0,7.0,181.0,13.0,779.0
235,0,0.16013207642825109,0,9.0,213.0,33.0,674.0
236,0,0.0729559378963326,0,4.0,173.0,18.0,619.0
237,0,0.12827258478349524,0,3.0,196.0,28.0,347.0
238,0,0.11492061259827945,0,2.0,179.0,61.0,977.0
239,0,0.13545933845513133,0,8.0,156.0,75.0,970.0
240,0,0.16609571295237635,0,8.0,187.0,30.0,656.0
241,0,0.14006554320924267,0,2.0,152.0,30.0,494.0
242,0,0.1691861878408017,0,8.0,191.0,16.0,927.0
243,0,0.1398819737120272,0,4.0,219.0,41.0,439.0
244,0,0.15293744087313052,1,4.0,220.0,8.0,609.0
245,0,0.11819651143286478,0,3.0,175.0,10.0,757.0
246,0,0.1576791925723716,1,10.0,176.0,6.0,692.0
247,0,0.12425232670216131,1,9.0,184.0,5.0,855.0
248,0,0.17427575343962676,0,5.0,187.0,48.0,833.0
249,0,0.19984595615184453,0,8.0,170.0,72.0,866.0
250,0,0.1816484045445568,0,4.0,169.0,6.0,529.0
251,0,0.12419442433632569,0,10.0,195.0,31.0,959.0
252,0,0.08926711441755268,0,9.0,217.0,46.0,659.0
253,0,0.1754351738455312,0,8.0,188.0,49.0,726.0
254,0,0.08407142606621625,0,3.0,203.0,27.0,423.0
255,0,0.13523631619341656,0,7.0,180.0,23.0,699.0
256,0,0.1661230699333906,1,6.0,199.0,9.0,429.0
257,0,0.16960731930298537,0,5.0,184.0,7.0,362.0
258,0,0.18629685636312415,0,2.0,224.0,52.0,882.0
259,0,0.1408797129051319,0,8.0,161.0,76.0,123.0
260,0,0.11678997883796778,0,5.0,182.0,20.0,998.0
261,0,0.09158743640974196,0,3.0,191.0,26.0,769.0
262,0,0.11420252874593737,0,9.0,174.0,5.0,248.0
263,0,0.16012686666310483,0,5.0,189.0,36.0,998.0
264,0,0.17722335932033506,0,10.0,173.0,9.0,964.0
265,0,0.18104831262081617,0,4.0,219.0,5.0,720.0
266,0,0.18341326527346805,0,7.0,154.0,58.0,972.0
267,0,0.12121571897288592,0,9.0,224.0,47.0,889.0
268,0,0.14917545258361686,0,5.0,170.0,41.0,540.0
269,0,0.06793949220415885,0,3.0,216.0,7.0,859.0
270,0,0.1483095773920991,0,3.0,207.0,10.0,927.0
271,0,0.17798754873863434,0,10.0,163.0,40.0,781.0
272,0,0.19752777322387768,0,10.0,191.0,46.0,987.0
273,0,0.12608148351752937,0,5.0,161.0,8.0,382.0
274,0,0.12103241095178019,0,7.0,200.0,30.0,355.0
275,0,0.11397585689845335,0,7.0,183.0,41.0,977.0
276,0,0.17915100974689138,0,2.0,201.0,32.0,947.0
277,0,0.11862656141683316,1,6.0,183.0,8.0,789.0
278,0,0.11587937751248772,0,8.0,158.0,41.0,644.0
279,0,0.17278300378007472,0,6.0,201.0,20.0,775.0
280,0,0.10046001995980203,0,5.0,178.0,34.0,671.0
281,0,0.1169446873315506,0,2.0,153.0,21.0,299.0
282,0,0.12968755531012363,0,8.0,170.0,32.0,766.0
283,0,0.12814529938605285,0,2.0,164.0,45.0,900.0
284,0,0.14844929373242485,0,8.0,204.0,18.0,602.0
285,0,0.12890697912074958,0,9.0,155.0,7.0,179.0
286,0,0.17207994927020856,0,7.0,195.0,8.0,962.0
287,0,0.13617650633025286,1,7.0,218.0,10.0,492.0
288,0,0.1410712447011752,0,5.0,201.0,41.0,979.0
289,0,0.150571632588255,1,8.0,200.0,6.0,101.0
290,0,0.14670049888708686,0,8.0,163.0,45.0,986.0
291,0,0.06733466054935333,0,3.0,191.0,11.0,563.0
292,0,0.1999215430115053,0,6.0,150.0,13.0,129.0
293,0,0.12481747660839383,0,4.0,179.0,20.0,723.0
294,0,0.09388709196580919,1,6.0,207.0,5.0,538.0
295,0,0.16157998792735295,1,6.0,153.0,6.0,698.0
296,0,0.10323684175949849,0,6.0,198.0,10.0,347.0
297,0,0.1685694036165113,0,5.0,209.0,16.0,389.0
298,0,0.13962953028649935,0,9.0,190.0,13.0,989.0
299,0,0.12975733030538805,0,6.0,202.0,27.0,463.0
300,0,0.16082804289844257,0,9.0,184.0,45.0,630.0
301,0,0.19693825947589785,0,3.0,201.0,30.0,631.0
302,0,0.19465069231684376,0,10.0,191.0,75.0,998.0
303,0,0.1857554278239544,0,8.0,171.0,53.0,962.0
304,0,0.12043520861074633,0,3.0,172.0,36.0,815.0
305,0,0.11245088805850294,0,6.0,159.0,7.0,329.0
306,0,0.1998162370670188,0,9.0,165.0,8.0,754.0
307,0,0.11568039495440395,0,9.0,206.0,23.0,711.0
308,0,0.05763001745480202,0,5.0,182.0,6.0,727.0
309,0,0.12691645584110187,0,6.0,209.0,5.0,275.0
310,0,0.1768361936909716,0,3.0,208.0,44.0,996.0
311,0,0.1938647353074428,0,9.0,198.0,9.0,347.0
312,0,0.0552413077083168,0,8.0,223.0,27.0,550.0
313,0,0.07798156492692754,0,4.0,154.0,6.0,583.0
314,0,0.13743343345139436,0,10.0,191.0,49.0,940.0
315,0,0.16672953516094183,0,7.0,164.0,9.0,517.0
316,0,0.17542026428019825,0,6.0,169.0,7.0,1000.0
317,0,0.17672563843025882,0,10.0,153.0,51.0,948.0
318,0,0.16939410294752444,0,3.0,187.0,69.0,997.0
319,0,0.18655082375662455,0,2.0,190.0,54.0,877.0
320,0,0.1845557859297257,0,9.0,188.0,19.0,315.0
321,0,0.17514774874389738,0,8.0,209.0,73.0,953.0
322,0,0.13545903541845042,0,6.0,177.0,34.0,964.0
323,0,0.15424519544577486,0,4.0,213.0,21.0,361.0
324,0,0.18494914377283292,0,7.0,163.0,21.0,603.0
325,0,0.1685501865678189,0,9.0,156.0,22.0,892.0
326,0,0.10293448568723093,0,5.0,210.0,27.0,502.0
327,0,0.1141181015465108,0,9.0,186.0,6.0,272.0
328,0,0.07766853604876656,0,7.0,184.0,5.0,755.0
329,0,0.16552194373534107,0,6.0,191.0,8.0,319.0
330,0,0.05616412334397014,0,9.0,183.0,35.0,840.0
