,alpha,estimator
0,0.2477709224208468,0
1,0.3345564591328199,0
2,0.1000472970739459,0
3,0.10069943762102727,0
4,0.2329141078475479,0
5,0.8998171656474934,0
6,0.8999116456947767,0
7,0.8996339622383931,0
8,0.8992357770121724,0
9,0.2942729083630957,0
10,0.8998909231397467,0
11,0.8995031941241385,0
12,0.40481665240413,0
13,0.8994981552517696,0
14,0.899176280725583,0
15,0.10015008777002991,0
16,0.7326953830128984,0
17,0.42742166871599335,0
18,0.8997711590956254,0
19,0.8998686635056242,0
20,0.8999975912953884,0
21,0.899966450010898,0
22,0.10006723259546711,0
23,0.10011647537974593,0
24,0.10002217413262558,0
25,0.8046076945209247,0
26,0.1004992855261575,0
27,0.8996171818300004,0
28,0.10003369124358978,0
29,0.20810767634240793,0
30,0.8996700844290949,0
31,0.1009619287407428,0
32,0.8998748804611798,0
33,0.8999524387493687,0
34,0.8998709574945943,0
35,0.8990934262476467,0
36,0.100377293123788,0
37,0.23046322975956246,0
38,0.8992739852772007,0
39,0.8995557702305433,0
40,0.10039439201766852,0
41,0.8979476310322965,0
42,0.2553527056669477,0
43,0.10065096412283332,0
44,0.10009887347935466,0
45,0.10003426446501344,0
46,0.8680732660621919,0
47,0.8997950403245356,0
48,0.10037802015413269,0
49,0.899213563456535,0
50,0.8998971380053182,0
51,0.8999408101721783,0
52,0.8994894539546108,0
53,0.6153861735306232,0
54,0.10035006189848295,0
55,0.8998324300085513,0
56,0.8995274489414229,0
57,0.10015397401200277,0
58,0.10011989914136454,0
59,0.10006777542621759,0
60,0.10022271065312584,0
61,0.8995214313010694,0
62,0.899868852788151,0
63,0.6076109922390261,0
64,0.8998183084303464,0
65,0.5150244997833006,0
66,0.43904190420771994,0
67,0.10367307412839741,0
68,0.5746069133054613,0
69,0.8999839465349169,0
70,0.8995804371858528,0
71,0.1011851566562941,0
72,0.10003003897930629,0
73,0.8999836249738261,0
74,0.10032108241635053,0
75,0.8999139448335431,0
76,0.1845818971460801,0
77,0.10023357855687923,0
