,alpha,estimator
0,0.7027807049376635,0
1,0.7195426777356099,0
2,0.8996151800507518,0
3,0.1171873523938845,0
4,0.7521443653576362,0
5,0.10088690947354347,0
6,0.8996311176192716,0
7,0.8995426269585272,0
8,0.8990726896934041,0
9,0.10029144781072664,0
10,0.899169366616355,0
11,0.89993989667148,0
12,0.6591893613969232,0
13,0.8997563667639648,0
14,0.8999988666764679,0
15,0.10041857512161789,0
16,0.8993634708064181,0
17,0.8998763503713675,0
18,0.8999520180314164,0
19,0.8998132170436695,0
20,0.8994188610556287,0
21,0.1005576971156422,0
22,0.18126060941853486,0
23,0.10005096700657329,0
24,0.10009165125814644,0
25,0.8996910586177397,0
26,0.11900532242332536,0
27,0.10028637008346149,0
28,0.10031909060178622,0
29,0.8994758030997778,0
30,0.16613949040105597,0
31,0.10048829731590456,0
32,0.8995329937071536,0
33,0.8999554352617062,0
34,0.8608789844636139,0
35,0.8999773799425358,0
36,0.8997956976986127,0
37,0.5975481951085666,0
38,0.8999114870659463,0
39,0.6254481987278819,0
40,0.10001424768892299,0
41,0.8995907617776173,0
42,0.10006026079466764,0
43,0.8999324448417789,0
44,0.1001102506739236,0
45,0.10121286656814661,0
46,0.18762205501682416,0
47,0.1722153610583228,0
48,0.24055933870971502,0
49,0.8997203384556305,0
50,0.100962587897584,0
51,0.412908063429574,0
52,0.899844093220166,0
53,0.10016584092040472,0
54,0.10012566969454917,0
55,0.10005703003196009,0
56,0.8995515701130274,0
57,0.8993032099136625,0
58,0.1566447711784485,0
59,0.6054658384978069,0
60,0.10474856863499446,0
61,0.8998524550930245,0
62,0.8979912417332627,0
63,0.8993514969214768,0
64,0.4000559470808453,0
65,0.5711614785115474,0
66,0.8987997707892466,0
67,0.4252337180967323,0
68,0.1402197947468917,0
69,0.8998962429575574,0
70,0.8998526735384905,0
71,0.8983342010510668,0
72,0.10041067494250815,0
73,0.49264338743289,0
74,0.8988549168450922,0
75,0.8997303953431627,0
76,0.8999563738721582,0
77,0.8999104374439146,0
78,0.4125408640109816,0
79,0.29645772127964776,0
80,0.8998710137307735,0
81,0.899765238227178,0
82,0.10001690921762008,0
83,0.8998538508430891,0
84,0.3409775901913879,0
85,0.31996499010921503,0
86,0.899884980511017,0
87,0.8999141125542381,0
88,0.898447538523019,0
89,0.8995753243483912,0
90,0.8999805402514411,0
91,0.8997520839913434,0
92,0.10073022074199924,0
93,0.12646130784569232,0
94,0.8999896937415586,0
95,0.10174133980076851,0
96,0.5031100119048757,0
97,0.10046117617822697,0
98,0.24404462156803727,0
99,0.8997937397139403,0
100,0.89970722759616,0
101,0.10000858831856194,0
102,0.8992862004035583,0
103,0.5839646254420324,0
104,0.8610639215921768,0
105,0.1017031298070986,0
106,0.1000660370339963,0
107,0.869506813598557,0
108,0.10000948809640792,0
109,0.2935627275857532,0
110,0.10074025040273768,0
111,0.23307538354423213,0
112,0.8997745740340483,0
113,0.8988717247381954,0
114,0.8990489610361572,0
115,0.8998179979625531,0
116,0.8998610512240668,0
117,0.1237675922229794,0
118,0.10009415012277578,0
119,0.1688956074253902,0
120,0.10012370654848579,0
121,0.26982181497630714,0
122,0.10060350025889359,0
123,0.8996798007863717,0
124,0.8991486775341484,0
125,0.899811106782497,0
126,0.10030217276250088,0
127,0.10000773418072102,0
128,0.45187536188487254,0
129,0.8999881374858648,0
130,0.8999664530991872,0
131,0.8330950891650093,0
132,0.10023567675944199,0
133,0.8996773472792517,0
134,0.4814221783275153,0
135,0.6561592704911131,0
136,0.8998670288353678,0
137,0.10030240241180673,0
138,0.8995188225253187,0
139,0.1007598883154624,0
140,0.10012107484247906,0
141,0.3354182515082049,0
142,0.10077275429644969,0
143,0.899050182059074,0
144,0.899966667245739,0
145,0.899739335713181,0
146,0.11143266350281195,0
147,0.10011039390098098,0
148,0.10070052234829555,0
149,0.10012307743380437,0
150,0.3222195721903511,0
151,0.8996210586003017,0
152,0.8978642772218448,0
153,0.3670631488729986,0
154,0.10032716336906906,0
155,0.8995763429956898,0
156,0.6579519446924199,0
157,0.10002436177743279,0
158,0.8997701891218561,0
159,0.8998181769746607,0
160,0.6101376203104925,0
161,0.8999063642855676,0
162,0.899736278500596,0
163,0.10039096257735962,0
164,0.8994462970739272,0
165,0.8999992197046681,0
166,0.14221791625828703,0
167,0.10045180580090109,0
168,0.47568107278734245,0
169,0.25755997867244457,0
170,0.10016799667995284,0
171,0.24696704525823082,0
172,0.10011697322585682,0
173,0.38362251760757404,0
174,0.10001156730743324,0
175,0.10060894138864138,0
176,0.10038132535386425,0
177,0.6351157596239325,0
178,0.10034651263710105,0
179,0.12905511453990615,0
180,0.310923071392226,0
181,0.8999663468020396,0
182,0.7890949767620238,0
183,0.8999944828683154,0
184,0.8999931093697995,0
185,0.25439681799137354,0
186,0.7101718569561738,0
187,0.10054161467801828,0
188,0.8989347660960022,0
189,0.10024686926520092,0
190,0.8996242208109202,0
191,0.10009418076888169,0
192,0.10021989537721153,0
193,0.6603520765636227,0
194,0.8994153284026816,0
195,0.8997306774275008,0
196,0.8995117262226087,0
197,0.1931370656942631,0
198,0.8996462258122007,0
199,0.770858445535937,0
200,0.10019417088165786,0
201,0.10055050623246391,0
202,0.21896734782593813,0
203,0.3012260476778506,0
204,0.8999468514932879,0
205,0.100225590543744,0
206,0.10006818486510977,0
207,0.899644832266389,0
208,0.10001318366974403,0
209,0.10049801137456264,0
210,0.10124723463507847,0
211,0.28975636779190367,0
212,0.10042708135447777,0
213,0.30113747512193173,0
214,0.10010884565459666,0
215,0.10017319192759269,0
216,0.10027178297359075,0
217,0.1005402969647121,0
218,0.21822415090620131,0
219,0.10058424374490794,0
220,0.4344993696226224,0
221,0.2701598049581789,0
222,0.8998570235473187,0
223,0.10039942688094228,0
224,0.10062720635524652,0
225,0.8993190287321412,0
226,0.10672732538463964,0
227,0.10011228659659134,0
228,0.8993066600569388,0
229,0.10033123477211879,0
230,0.12472951500007119,0
231,0.10061950701401967,0
232,0.8695186601487633,0
233,0.5765959972743266,0
234,0.4523580515916526,0
235,0.8998313962500466,0
236,0.3912063603191576,0
237,0.10020719154569861,0
238,0.89884135308667,0
239,0.8997627435475479,0
240,0.8998281013841962,0
241,0.8998052985119261,0
242,0.1001492783813822,0
243,0.5782785565787513,0
244,0.10013851766416781,0
245,0.10030705038123756,0
246,0.42765520319199474,0
247,0.5690606599043837,0
248,0.10102242154702012,0
249,0.10022203032285466,0
250,0.8998020695477368,0
251,0.1002466979262899,0
252,0.5184225618776005,0
253,0.10001591047200692,0
254,0.8999698573975093,0
255,0.10064857699619623,0
256,0.8990410459284217,0
257,0.8999194848540613,0
258,0.8999874554213303,0
259,0.10043155339839935,0
260,0.899815862748385,0
261,0.8998772539196116,0
262,0.264048588464715,0
263,0.8996689525286561,0
264,0.2896972385026305,0
265,0.10035301778631119,0
266,0.8999575011116304,0
267,0.1297777144906266,0
268,0.8998606521178965,0
269,0.8995980508293354,0
270,0.11671113101239296,0
271,0.11973667751225753,0
272,0.8993201483486799,0
273,0.10017799421727451,0
274,0.8999028627191974,0
275,0.8994946945907807,0
276,0.10021962802248649,0
277,0.20760711342331561,0
278,0.10032090167430456,0
279,0.8990230233060821,0
280,0.10271725620364303,0
281,0.14721497889662322,0
282,0.10021039978088489,0
283,0.10019041838994408,0
284,0.2828365212080227,0
285,0.10076970505253136,0
286,0.8995679069271436,0
287,0.3367962354534883,0
288,0.10054174322753984,0
289,0.5956381219262269,0
290,0.8997654482959659,0
291,0.12981289667067636,0
292,0.8995087640468574,0
293,0.3447794535539107,0
294,0.899470806244478,0
295,0.15714591478453221,0
296,0.10020732269787214,0
297,0.8998804516401662,0
298,0.10050633287855582,0
299,0.8999994657712636,0
300,0.8998195664831006,0
301,0.10240291180007546,0
302,0.10113380454088595,0
303,0.5936989102464402,0
304,0.10031415253175913,0
305,0.1180546795588584,0
306,0.10003249224343537,0
307,0.1496829001740311,0
308,0.8990158610373158,0
309,0.10008150415386675,0
310,0.11249415962482345,0
311,0.1494329449090444,0
312,0.277078518882887,0
313,0.8996481745429242,0
314,0.10034469227737611,0
315,0.8999158350809572,0
316,0.8997626716287688,0
317,0.10004925403763029,0
318,0.10001224407910908,0
319,0.43820570160153755,0
320,0.34984728909737645,0
321,0.8996541905307276,0
322,0.8993406582460562,0
323,0.5439368526495814,0
324,0.8999675396665118,0
325,0.40225718842192304,0
326,0.8994816863950901,0
327,0.8996171152493367,0
328,0.7571520449990405,0
329,0.10092616885762326,0
330,0.7684252633449726,0
