Date,Predict,Expected
2015-04-02,209.50438969602573,210.83
2015-04-14,211.6158402100865,212.61
2015-04-23,212.1746958875051,209.47
2015-05-06,212.60123923868335,213.91
2015-05-15,214.51096648300546,214.16
2015-05-27,213.64442161427235,211.19
2015-06-05,212.80192907435932,211.7
2015-06-16,214.08766637776233,211.11
2015-06-25,209.58551635630354,209.32
2015-07-07,209.98671467351232,213.55
2015-07-16,212.47539537819011,207.99
2015-07-27,210.80717423618435,211.39
2015-08-05,211.17386605410513,210.63
2015-08-14,205.48679635883357,188.28
2015-08-25,199.90908406000258,196.71
2015-09-03,196.8612561763537,199.62
2015-09-15,200.0536903031673,195.06
2015-09-24,198.13963414273027,200.51
2015-10-07,202.42017976920891,204.49
2015-10-19,207.47014009377784,210.11
2015-10-28,211.28039490718024,211.24
2015-11-06,208.48022720564128,206.55
2015-11-17,210.19151052703708,210.71
2015-11-27,210.52643110727757,208.13
2015-12-08,208.30662995312684,206.08
2015-12-17,207.21348571096328,208.51
2015-12-29,205.1391643315648,193.03
2016-01-11,191.93533304137523,187.62
2016-01-21,192.48757770400556,194.6
2016-02-01,189.9228287599191,190.67
2016-02-16,193.96582456645146,196.5
2016-02-25,198.50859203877243,199.38
2016-03-08,201.41035596105036,205.81
2016-03-17,206.03115519578682,206.26
2016-03-29,207.11203919408678,204.97
2016-04-07,209.4639480826929,210.95
2016-04-19,210.22712874458185,208.58
2016-04-28,208.6705402869436,207.57
2016-05-11,207.42704308774663,206.54
2016-05-20,210.4301678646905,211.37
2016-06-01,213.05274314452308,209.52
2016-06-13,209.38857626708173,209.27
2016-06-22,207.94497831414154,211.13
2016-07-01,213.41427411963247,216.16
2016-07-13,217.36357263696016,218.47
2016-07-22,218.1216760113016,216.83
2016-08-02,218.47873985266702,219.89
2016-08-11,219.61714004934942,220.21
2016-08-23,219.5396612035926,218.67
2016-09-01,217.92225715417095,214.47
2016-09-13,217.0839111705489,216.76
2016-09-27,216.94641180601732,216.25
2016-10-07,216.0422779314875,214.9
2016-10-18,215.65352384507523,214.38
2016-10-27,213.28810036908504,214.32
2016-11-07,217.46057566199497,219.24
2016-11-16,221.80205357700672,221.83
2016-11-28,222.35772398412337,225.87
2016-12-07,228.31314064007756,227.73
2016-12-16,227.92055968699637,225.77
2016-12-28,228.01282416688758,227.8
2017-01-10,227.93711300202776,228.1
2017-01-20,229.05939601049857,229.13
2017-02-02,231.338634755472,234.2
2017-02-13,236.32920846928806,237.97
2017-02-23,239.00560446152065,238.57
2017-03-07,239.32092230036102,240.08
2017-03-16,238.31048057655104,235.05
2017-03-27,236.90791720278185,236.28
2017-04-05,235.4306451016206,236.06
2017-04-17,238.5997921647463,239.95
2017-04-26,241.14660823900863,240.94
2017-05-11,239.1170040151614,241.0
2017-05-22,243.01509975897534,244.89
2017-06-01,245.23351029831161,246.11
2017-06-13,246.71450459893427,245.6
2017-06-22,245.19916716259158,243.87
2017-07-03,244.35135680448462,246.03
2017-07-13,247.85856289526413,248.49
2017-07-24,248.99059507634132,249.12
2017-08-02,248.1666701548394,245.72
2017-08-11,246.8407463656292,246.15
2017-08-23,247.8796151569577,249.57
2017-09-01,250.6321376809188,251.91
2017-09-13,252.56564393508566,252.37
2017-09-22,255.18074035862873,256.71
2017-10-11,256.9687701637969,258.85
2017-10-20,257.92984369457815,258.81
2017-10-31,260.223562766536,259.99
2017-11-09,259.9247058449863,260.04
2017-11-20,263.42524310176356,266.89
2017-11-30,266.0663429465209,268.22
2017-12-11,269.3368539734452,268.99
2017-12-20,269.6377739529449,272.42
2018-01-03,274.7267278097955,279.91
2018-01-12,280.72735822864445,285.39
2018-01-23,284.71982802362294,283.79
2018-02-01,268.3715154687467,267.18
2018-02-12,271.1130785169291,276.72
2018-02-23,273.1620518528805,274.85
2018-03-07,277.8457743126168,277.3
2018-03-16,265.5360958501592,262.32
2018-03-27,263.13630290051674,261.57
2018-04-06,263.10673016401586,272.07
2018-04-17,269.472487313604,268.15
2018-04-26,266.01648203605055,271.44
2018-05-09,272.8075695387808,273.21
2018-05-18,272.06194287211133,274.55
2018-05-30,276.3599271910122,280.51
2018-06-11,279.5557145673561,277.32
2018-06-21,273.5110483931373,273.82
2018-07-02,275.8607011613564,281.14
2018-07-12,281.9981364227491,282.14
2018-07-23,284.4066239965996,282.88
2018-08-01,285.4764633613362,285.07
2018-08-10,286.518624800741,288.22
2018-08-22,292.31658740887195,292.44
2018-08-31,291.2322489153521,291.22
2018-09-11,292.04727350980835,295.76
2018-09-20,294.41736754590585,289.93
2018-10-05,285.76598372309724,282.56
2018-10-17,274.726411410277,267.1
2018-10-26,270.0479912110779,277.16
2018-11-06,279.04415967885717,274.96
2018-11-15,269.953595566633,269.47
2018-11-26,278.0683039675787,272.53
2018-12-05,269.66327057351504,262.4
2018-12-14,243.46284637380123,247.67
