,estimator,learning_rate,loss,max_depth,max_features,min_samples_leaf,n_estimators
202,0,0.1387175372883056,0,8.0,157.0,7.0,975.0
203,0,0.19961566645375042,0,8.0,177.0,55.0,803.0
204,0,0.18063437962599357,1,8.0,163.0,8.0,605.0
205,0,0.12908057009866097,1,9.0,203.0,6.0,781.0
206,0,0.07607452281306888,0,4.0,183.0,33.0,829.0
207,0,0.13047241013477875,0,2.0,200.0,37.0,665.0
208,0,0.08606106904964528,0,10.0,201.0,17.0,626.0
209,0,0.17540691956120427,0,10.0,178.0,6.0,101.0
210,0,0.1358154390562948,0,5.0,157.0,26.0,858.0
211,0,0.1817785151784511,0,3.0,204.0,13.0,839.0
212,0,0.07761458112675139,0,6.0,186.0,33.0,927.0
213,0,0.08206194397504066,0,8.0,153.0,27.0,637.0
214,0,0.14720161629623796,0,7.0,180.0,29.0,277.0
215,0,0.18291450598821302,0,3.0,175.0,54.0,993.0
216,0,0.14574770247584218,0,6.0,175.0,7.0,273.0
217,0,0.052377547835919865,1,9.0,186.0,6.0,328.0
218,0,0.09575913406563447,1,4.0,188.0,5.0,787.0
219,0,0.18856959202280735,0,5.0,174.0,7.0,463.0
220,0,0.1966305395934706,0,10.0,193.0,30.0,620.0
221,0,0.0700094463632136,0,9.0,180.0,14.0,672.0
222,0,0.06023134956040192,0,8.0,199.0,5.0,975.0
223,0,0.16381497757742292,0,3.0,204.0,69.0,669.0
224,0,0.1499354755208488,0,4.0,165.0,42.0,702.0
225,0,0.13516941135645363,0,3.0,186.0,5.0,663.0
226,0,0.14185348137657786,0,9.0,166.0,33.0,838.0
227,0,0.10137187830458591,0,10.0,171.0,19.0,682.0
228,0,0.10713763369336207,0,4.0,201.0,32.0,741.0
229,0,0.13624906300012327,0,4.0,191.0,5.0,537.0
230,0,0.08871415138880599,0,10.0,207.0,14.0,337.0
231,0,0.19013685703266708,0,2.0,154.0,40.0,496.0
232,0,0.1495647762516485,0,2.0,209.0,46.0,911.0
233,0,0.15813778627124989,0,3.0,178.0,43.0,912.0
234,0,0.19108313962894105,0,10.0,152.0,7.0,501.0
235,0,0.10688937747410276,0,6.0,194.0,30.0,710.0
236,0,0.11761838060109826,0,8.0,224.0,5.0,418.0
237,0,0.08884241095420886,0,10.0,176.0,16.0,549.0
238,0,0.1449782185988871,0,9.0,187.0,47.0,460.0
239,0,0.1565547004980715,0,8.0,186.0,72.0,741.0
240,0,0.07253622070553362,0,5.0,169.0,5.0,861.0
241,0,0.1620503458721381,0,7.0,217.0,34.0,348.0
242,0,0.13718224669373597,0,9.0,167.0,41.0,758.0
243,0,0.1418369481923212,0,6.0,154.0,5.0,684.0
244,0,0.14563735512568252,0,8.0,187.0,26.0,237.0
245,0,0.180102501538849,0,5.0,168.0,38.0,632.0
246,0,0.10942081582899552,0,9.0,210.0,9.0,535.0
247,0,0.1862035621297971,0,7.0,191.0,27.0,561.0
248,0,0.16584554422286446,0,10.0,201.0,45.0,992.0
249,0,0.18102361022895783,0,5.0,195.0,71.0,850.0
250,0,0.12678289155828723,0,6.0,187.0,46.0,855.0
251,0,0.15264960995349225,0,5.0,188.0,41.0,527.0
252,0,0.07891906509477985,1,2.0,193.0,68.0,167.0
253,0,0.19541115155485936,0,8.0,167.0,64.0,994.0
254,0,0.16550194339905466,0,7.0,177.0,36.0,513.0
255,0,0.08322485109898853,0,4.0,151.0,26.0,937.0
256,0,0.16415766542647503,0,7.0,196.0,20.0,998.0
257,0,0.14544357585497136,0,7.0,182.0,5.0,705.0
258,0,0.16595273498894203,0,5.0,195.0,10.0,122.0
259,0,0.13989002192339198,0,3.0,180.0,57.0,960.0
260,0,0.08784565412582498,0,4.0,178.0,13.0,260.0
261,0,0.19962977240893473,0,4.0,150.0,39.0,367.0
262,0,0.07814795205746297,0,7.0,158.0,12.0,643.0
263,0,0.12882619585995259,1,9.0,174.0,5.0,832.0
264,0,0.16576821321755444,0,8.0,150.0,10.0,626.0
265,0,0.1376324653382384,0,10.0,169.0,17.0,759.0
266,0,0.16906688432088118,0,8.0,168.0,59.0,926.0
267,0,0.1996046886121127,0,2.0,156.0,49.0,998.0
268,0,0.1767155037239474,0,10.0,171.0,45.0,930.0
269,0,0.08698547934524309,0,4.0,182.0,22.0,458.0
270,0,0.16599589379949534,0,8.0,172.0,19.0,661.0
271,0,0.15986018853488637,0,4.0,177.0,28.0,235.0
272,0,0.18171252784303377,0,3.0,200.0,41.0,569.0
273,0,0.17529778914209926,0,9.0,192.0,62.0,846.0
274,0,0.19983700712673494,0,9.0,222.0,6.0,651.0
275,0,0.16170370423458114,0,2.0,176.0,33.0,676.0
276,0,0.13120089247989417,0,7.0,171.0,7.0,251.0
277,0,0.10174650057528992,1,9.0,215.0,7.0,845.0
278,0,0.10585183166297654,0,10.0,191.0,24.0,564.0
279,0,0.1716907525810663,0,8.0,179.0,46.0,780.0
280,0,0.14039060677191806,0,5.0,198.0,43.0,997.0
281,0,0.10933875690155144,0,2.0,212.0,30.0,495.0
282,0,0.19951576030171642,0,8.0,224.0,24.0,514.0
283,0,0.1330054585431676,0,6.0,210.0,38.0,827.0
284,0,0.1312388764261626,0,9.0,155.0,32.0,341.0
285,0,0.10696852250862562,0,3.0,218.0,7.0,130.0
286,0,0.13053484525588008,1,4.0,211.0,6.0,870.0
287,0,0.1457481352469748,0,9.0,197.0,32.0,587.0
288,0,0.1785832194944828,0,7.0,162.0,43.0,849.0
289,0,0.15573021394553285,1,8.0,220.0,12.0,737.0
290,0,0.1712242558985109,0,6.0,199.0,45.0,582.0
291,0,0.08235048145977043,0,5.0,218.0,37.0,832.0
292,0,0.11699087217479044,0,10.0,192.0,37.0,476.0
293,0,0.17211791359560583,0,4.0,181.0,13.0,402.0
294,0,0.1964519203267453,1,7.0,198.0,72.0,526.0
295,0,0.1409551852427942,1,7.0,195.0,10.0,307.0
296,0,0.10824944270100229,0,7.0,175.0,7.0,309.0
297,0,0.15403315740068615,0,5.0,184.0,40.0,682.0
298,0,0.1959789524692524,0,7.0,186.0,49.0,933.0
299,0,0.15021245149437798,0,8.0,185.0,30.0,631.0
300,0,0.16793975195398114,0,9.0,172.0,40.0,921.0
301,0,0.19079493956488588,0,2.0,193.0,47.0,607.0
302,0,0.13195703411632193,0,4.0,175.0,74.0,988.0
303,0,0.1977801921752887,0,9.0,222.0,62.0,994.0
304,0,0.1110157116322274,0,6.0,164.0,49.0,804.0
305,0,0.18316630264445202,0,9.0,203.0,34.0,596.0
306,0,0.19113477273175597,0,2.0,164.0,52.0,868.0
307,0,0.050338698178541356,0,6.0,220.0,5.0,140.0
308,0,0.15919110087258642,0,3.0,191.0,30.0,430.0
309,0,0.18468258540105387,0,6.0,196.0,6.0,208.0
310,0,0.11562866608473292,0,7.0,210.0,9.0,791.0
311,0,0.12882691137033872,0,10.0,151.0,23.0,996.0
312,0,0.1920138366962089,0,8.0,207.0,10.0,874.0
313,0,0.1147623257590274,0,10.0,171.0,6.0,497.0
314,0,0.12847733567564473,0,5.0,218.0,50.0,914.0
315,0,0.12277947781198857,1,8.0,194.0,9.0,782.0
316,0,0.1998579781575181,1,3.0,201.0,6.0,988.0
317,0,0.17132084990114083,0,7.0,162.0,11.0,235.0
318,0,0.06535383358278982,0,7.0,150.0,30.0,876.0
319,0,0.12161095688143585,0,6.0,224.0,42.0,655.0
320,0,0.17100639000746426,0,9.0,160.0,56.0,977.0
321,0,0.16471799111376198,0,10.0,216.0,35.0,347.0
322,0,0.18904185317615224,0,9.0,196.0,48.0,672.0
323,0,0.07584779601317884,0,6.0,205.0,7.0,931.0
324,0,0.07378988523084348,0,9.0,217.0,23.0,739.0
325,0,0.19935303209076993,0,7.0,184.0,29.0,617.0
326,0,0.19836960018973593,0,8.0,202.0,23.0,952.0
327,0,0.13790047294633276,0,2.0,191.0,27.0,756.0
328,0,0.19087513831928177,0,8.0,179.0,6.0,274.0
329,0,0.17411425445442139,0,4.0,210.0,44.0,679.0
330,0,0.09382957101893531,0,6.0,216.0,28.0,309.0
