Date,EM
2014-05-09,1.8285962584768105
2014-05-20,0.6454472433714904
2014-05-30,2.0129276345549734
2014-06-12,0.14690885886405988
2014-06-23,0.009558347213017425
2014-07-02,0.3068754127882466
2014-07-14,0.03472969670678874
2014-07-23,-0.7643630819408261
2014-08-01,0.17906849814328707
2014-08-12,1.0558329881716308
2014-08-22,0.7243699234833573
2014-09-03,-1.2066245817148
2014-09-12,0.09271044482163363
2014-09-23,-1.9940063445971778
2014-10-02,1.4212345488584877
2014-10-15,-0.08768537038178349
2014-10-24,1.496901352810128
2014-11-04,-0.9545419931687946
2014-11-13,1.412371044756497
2014-11-24,-2.193247101897771
2014-12-04,-2.3349506829912525
2014-12-15,2.1949064350815934
2014-12-24,-1.1377614297930467
2015-01-07,0.9905613799024167
2015-01-16,2.2133560845912092
2015-01-28,-0.28869092623333503
2015-02-06,0.8103838729076613
2015-02-23,0.5020686667022941
2015-03-04,-2.7473998627935026
2015-03-13,3.2700460825791993
2015-03-24,-1.4760672624443354
2015-04-02,1.5244866448296848
2015-04-14,0.43220688076535385
2015-04-23,-0.688216064902139
2015-05-06,0.38529597888720984
2015-05-15,-0.47426690220643475
2015-05-27,-1.2424844252259073
2015-06-05,0.0662946021325401
2015-06-16,1.8202468118588766
2015-06-25,-2.448778596140249
2015-07-07,-1.2372461870104297
2015-07-16,-2.24346880113658
2015-07-27,1.0662708239801235
2015-08-05,-1.378072332360355
2015-08-14,-6.624073170096945
2015-08-25,5.574315826416874
2015-09-03,-1.1996021137127213
2015-09-15,0.3386803740958347
2015-09-24,2.9711173153020676
2015-10-07,0.5502629047927549
2015-10-19,0.3102922364249281
2015-10-28,1.1051123566871253
2015-11-06,-3.098635192482407
2015-11-17,1.710419500820086
2015-11-27,-0.4906695927146177
2015-12-08,-1.2861290172107702
2015-12-17,-0.37687029413303963
2015-12-29,-4.689218852963879
2016-01-11,-1.468281774857474
2016-01-21,4.866205154562586
2016-02-01,-2.6590529146272845
2016-02-16,1.5927415032879613
2016-02-25,1.7200560582840474
2016-03-08,0.902721652262547
2016-03-17,-0.08898720865530803
2016-03-29,0.2668563318724602
2016-04-07,4.517656937957077
2016-04-19,-1.7249259674351018
2016-04-28,-2.0619961823488544
2016-05-11,-0.7518049596129656
2016-05-20,1.8809342751853821
2016-06-01,3.170605784272694
2016-06-13,1.5720423712484346
2016-06-22,-1.154554377579819
2016-07-01,-0.8522338875230521
2016-07-13,1.1814048475767682
2016-07-22,-0.17430540469907074
2016-08-02,2.095272812111381
2016-08-11,-0.7430346320277837
2016-08-23,-0.49069349793049644
2016-09-01,1.8619443589515345
2016-09-13,3.001838285048485
2016-09-27,0.10200184733397982
2016-10-07,-0.3577011955644719
2016-10-18,0.281954434519747
2016-10-27,-0.9629325451320953
2016-11-07,-2.157159007375316
2016-11-16,1.455866006750534
2016-11-28,0.16497811510051444
2016-12-07,-0.6651527804348327
2016-12-16,-0.959037602245657
2016-12-28,2.169166874509683
2017-01-10,0.5632580886565619
2017-01-20,1.826374364830607
2017-02-02,1.040538132836035
2017-02-13,1.0500749183985767
2017-02-23,-1.5222321453453025
2017-03-07,0.8023935420412415
2017-03-16,0.43177048749436536
2017-03-27,-0.08825462908698432
2017-04-05,-0.47888211165929206
2017-04-17,0.5577249917588768
2017-04-26,1.6103740170353456
2017-05-11,-0.15265874814820202
2017-05-22,0.8934806248991614
2017-06-01,0.029427349037295165
2017-06-13,-0.6162687394182543
2017-06-22,0.8879244752511419
2017-07-03,0.7732580295580399
2017-07-13,1.2167856727673125
2017-07-24,0.3167562733710594
2017-08-02,-0.46280156374732906
2017-08-11,1.9965472446616457
2017-08-23,0.5698678793271027
2017-09-01,0.23246519485112388
2017-09-13,0.7096313801548565
2017-09-22,0.08418064630331176
2017-10-11,0.29131654616534597
2017-10-20,-0.9509032042201783
2017-10-31,0.8367273594419349
2017-11-09,0.12187311127036425
2017-11-20,0.8684525783564647
2017-11-30,-0.874294271569736
2017-12-11,0.05934544760807306
2017-12-20,1.6640265282755746
2018-01-03,0.5953114673976391
2018-01-12,0.6380145185633311
2018-01-23,0.11812020175218155
2018-02-01,-5.763321958308417
2018-02-12,3.0475579346896766
2018-02-23,-2.1227076849863966
2018-03-07,1.2552202443182443
2018-03-16,-2.9127321178728414
2018-03-27,0.567650530057348
2018-04-06,0.566970901904741
2018-04-17,-0.7403336110371059
2018-04-26,-0.7751410423610366
2018-05-09,0.747375986897129
2018-05-18,-0.6986624685402054
2018-05-30,0.8704304521763788
2018-06-11,-3.8016556197717257
2018-06-21,-1.7252695161509937
2018-07-02,0.7453293569121161
2018-07-12,-0.8033765529302647
2018-07-23,1.1963933973606076
2018-08-01,-0.9711155189141646
2018-08-10,-2.3370012653665713
2018-08-22,-0.37787710817300324
2018-08-31,-2.944169668951334
2018-09-11,1.6319061244441855
2018-09-20,-3.18513988817972
2018-10-05,-2.7090320284303604
2018-10-17,-3.178459950854972
2018-10-26,2.5823217757605526
2018-11-06,-1.8640841511274118
2018-11-15,-1.1044898480904748
2018-11-26,1.4376310289334757
2018-12-05,-1.8163468980120236
2018-12-14,-2.3242935668337106
