2014-01-02,12490,12500,11775,11780,40155543
2014-01-03,11760,11780,11375,11520,50990325
2014-01-06,11530,11720,11445,11585,29110627
2014-01-07,11450,11735,11450,11655,23200330
2014-01-08,11715,11760,11495,11640,25842194
2014-01-09,11640,11670,11515,11515,19795217
2014-01-10,11455,11585,11230,11335,41981352
2014-01-13,11400,11525,11355,11475,15068608
2014-01-14,11415,11665,11310,11440,28635314
2014-01-15,11560,11585,11435,11505,15854723
2014-01-16,11555,11670,11540,11605,17118761
2014-01-17,11590,11625,11360,11410,23919597
2014-01-20,11385,11580,11250,11545,23323738
2014-01-21,11530,11715,11485,11710,21214015
2014-01-22,11655,11710,11615,11690,13215486
2014-01-23,11715,11720,11430,11430,32151861
2014-01-24,11340,11390,11175,11330,37999777
2014-01-27,11020,11135,10885,11055,39154816
2014-01-28,10980,11145,10950,11130,14817164
2014-01-29,11205,11395,11190,11355,20574568
2014-02-03,11230,11265,11005,11065,22290595
2014-02-04,10830,10835,10605,10655,44891121
2014-02-05,10760,10800,10640,10740,20591178
2014-02-06,10795,10985,10780,10910,19856812
2014-02-07,11050,11120,10940,11070,21376938
2014-02-10,11120,11165,10990,11075,13197796
2014-02-11,11010,11250,11010,11200,18604956
2014-02-12,11285,11370,11200,11260,24949363
2014-02-13,11255,11345,11045,11070,24923181
2014-02-14,11135,11420,11120,11330,30391153
2014-02-17,11475,11525,11340,11360,20522738
2014-02-18,11345,11430,11185,11365,28391067
2014-02-19,11300,11315,11125,11240,29636793
2014-02-20,11125,11280,11050,11115,26796657
2014-02-21,11280,11470,11265,11465,28739593
2014-02-24,11450,11510,11330,11385,17913154
2014-02-25,11510,11620,11460,11580,30196331
2014-02-26,11540,11690,11500,11655,23824864
2014-02-27,11615,11720,11570,11700,21515878
2014-02-28,11700,11805,11650,11695,26011022
2014-03-03,11530,11600,11400,11520,23623716
2014-03-04,11460,11535,11420,11460,17088515
2014-03-05,11670,11760,11665,11695,21780405
2014-03-06,11675,11705,11640,11690,11222526
2014-03-07,11755,11795,11550,11655,24322489
2014-03-10,11510,11540,11340,11355,27629247
2014-03-11,11385,11450,11345,11435,13700979
2014-03-12,11350,11360,11080,11100,41149587
2014-03-13,11200,11220,11050,11155,26265866
2014-03-14,10945,10970,10815,10915,28257877
2014-03-17,10885,11005,10855,11005,12871785
2014-03-18,11160,11230,11015,11140,24765174
2014-03-19,11230,11270,11100,11155,18303042
2014-03-20,11060,11065,10845,10875,32499161
2014-03-21,10955,11050,10925,11050,15848082
2014-03-24,11080,11245,11055,11155,22437183
2014-03-25,11130,11215,11075,11120,16923572
2014-03-26,11270,11475,11265,11440,36755585
2014-03-27,11425,11595,11375,11565,27166719
2014-03-28,11550,11690,11525,11565,28896817
2014-03-31,11650,11700,11545,11605,24094790
2014-04-01,11625,11780,11535,11705,32830023
2014-04-02,11795,11830,11755,11780,21919009
2014-04-03,11795,11960,11765,11765,30679341
2014-04-04,11780,11920,11765,11860,21059623
2014-04-07,11755,11860,11690,11800,18339089
2014-04-08,11715,11960,11700,11930,16824140
2014-04-09,11985,12030,11930,11965,16083442
2014-04-10,12065,12105,11955,12010,21145676
2014-04-11,11830,11860,11740,11830,20210985
2014-04-14,11780,11945,11760,11900,12746351
2014-04-15,11965,11995,11745,11760,18655271
2014-04-16,11770,11885,11670,11860,16228657
2014-04-17,11925,11945,11750,11820,15882722
2014-04-18,11910,12025,11905,12005,20352343
2014-04-21,11980,12000,11865,11960,10844014
2014-04-22,11950,12000,11800,11960,21075582
2014-04-23,12010,12065,11890,11925,17193835
2014-04-24,11965,12005,11860,11915,13887817
2014-04-25,11865,11890,11570,11590,30426649
2014-04-28,11515,11625,11490,11570,16362300
2014-04-29,11560,11600,11430,11455,18229049
2014-04-30,11520,11550,11325,11345,18904624
2014-05-02,11425,11440,11300,11355,14027921
2014-05-07,11360,11405,11085,11110,27806965
2014-05-08,11155,11220,11015,11220,23956367
2014-05-09,11200,11320,11180,11245,15651189
2014-05-12,11245,11395,11160,11380,19499140
2014-05-13,11465,11765,11435,11690,37651922
2014-05-14,11715,12020,11715,12000,46449090
2014-05-15,12000,12135,11975,11995,36767214
2014-05-16,11900,12015,11890,11995,18108944
2014-05-19,12040,12050,11875,12030,17631423
2014-05-20,11995,12080,11980,12005,13328072
2014-05-21,11930,12165,11915,12020,22215702
2014-05-22,12100,12230,12060,12145,22485840
2014-05-23,12125,12165,12080,12100,10564383
2014-05-26,12120,12160,12030,12050,11870171
2014-05-27,12080,12100,11705,11810,26977114
2014-05-28,11800,12060,11785,12060,18284623
2014-05-29,12120,12125,11980,12030,12503009
2014-05-30,12010,12090,11840,11840,18440297
2014-06-02,11875,11970,11830,11880,10768413
2014-06-03,11920,11925,11735,11910,14785335
2014-06-05,11920,11950,11710,11780,16600996
2014-06-09,11890,12015,11760,11780,19510652
2014-06-10,11900,12010,11845,12010,14730918
2014-06-11,11985,12060,11940,11980,10495289
2014-06-12,11970,11990,11850,11915,12714799
2014-06-13,11830,11840,11545,11590,36515912
2014-06-16,11590,11735,11530,11725,15837834
2014-06-17,11710,11795,11660,11760,14961879
2014-06-18,11740,11755,11605,11630,16942566
2014-06-19,11725,11800,11610,11685,18965259
2014-06-20,11645,11670,11320,11435,43800491
2014-06-23,11465,11535,11380,11480,19282005
2014-06-24,11420,11790,11415,11720,31385987
2014-06-25,11695,11750,11540,11565,23074786
2014-06-26,11620,11790,11590,11730,26707989
2014-06-27,11720,11780,11565,11670,21832786
2014-06-30,11710,11820,11700,11725,17192966
2014-07-01,11670,11755,11565,11710,19948311
2014-07-02,11820,11975,11790,11885,36498724
2014-07-03,11900,11925,11835,11855,10070059
2014-07-04,11950,11970,11795,11815,15381071
2014-07-07,11775,11815,11610,11700,22637081
2014-07-08,11720,11750,11590,11685,18146689
2014-07-09,11580,11600,11495,11570,19453041
2014-07-10,11625,11680,11570,11625,14746879
2014-07-11,11510,11520,11375,11415,35394968
2014-07-14,11500,11600,11455,11515,19249883
2014-07-15,11600,11805,11570,11750,33648941
2014-07-16,11750,11835,11725,11780,14867540
2014-07-17,11830,11950,11825,11855,25807513
2014-07-18,11695,11820,11670,11820,17178867
2014-07-21,11910,12000,11825,11830,21115905
2014-07-22,11830,11985,11810,11975,17167294
2014-07-23,12025,12040,11935,11965,18025281
2014-07-24,11980,12075,11925,11970,19176855
2014-07-25,11990,12045,11980,12035,12965817
2014-07-28,12065,12290,12040,12235,26951694
2014-07-29,12315,12500,12295,12480,25027392
2014-07-30,12550,12935,12520,12770,35021039
2014-07-31,12735,12880,12610,12635,16647579
2014-08-01,12450,12665,12450,12540,24005744
2014-08-04,12610,12630,12455,12555,14883502
2014-08-05,12500,12525,12320,12370,22349926
2014-08-06,12340,12405,12230,12295,16242111
2014-08-07,12250,12295,12115,12190,21125866
2014-08-08,12125,12130,11835,11885,37545661
2014-08-11,12070,12075,11960,12020,15231601
2014-08-12,12065,12180,12020,12035,18011779
2014-08-13,12070,12150,12005,12150,15067859
2014-08-14,12200,12360,12130,12225,25444479
2014-08-18,12295,12330,12060,12095,20463332
2014-08-19,12155,12350,12150,12290,23653641
2014-08-20,12375,12395,12220,12250,16930305
2014-08-21,12220,12250,11825,11870,38161676
2014-08-22,11910,12065,11870,12030,20920738
2014-08-25,11995,12125,11875,12085,19205835
2014-08-26,12175,12250,12105,12180,22045613
2014-08-27,12245,12330,12175,12195,23761638
2014-08-28,12245,12415,12205,12215,27848072
2014-08-29,12155,12175,11995,12100,23309661
2014-09-01,12060,12145,12035,12090,14375190
2014-09-02,12055,12065,11825,11870,36187507
2014-09-03,11810,11880,11695,11815,26867985
2014-09-04,11925,12000,11865,11890,19417337
2014-09-05,11850,11940,11720,11830,21319225
2014-09-11,11820,11820,11690,11705,19739809
2014-09-12,11730,11800,11665,11755,16716803
2014-09-15,11680,11730,11560,11665,23379045
2014-09-16,11710,11780,11675,11740,12516474
2014-09-17,11845,11975,11840,11960,25236277
2014-09-18,11930,11975,11780,11820,19370952
2014-09-19,11910,11980,11875,11895,17744165
2014-09-22,11800,11805,11525,11615,40307739
2014-09-23,11500,11615,11475,11550,20616485
2014-09-24,11460,11540,11375,11525,26418486
2014-09-25,11600,11635,11460,11515,19962309
2014-09-26,11345,11440,11330,11440,14711095
2014-09-29,11445,11505,11335,11395,18460211
2014-09-30,11320,11420,11195,11275,27646138
2014-10-01,11180,11210,10965,10995,32668206
2014-10-02,10860,10885,10610,10735,41860863
2014-10-06,10780,10820,10640,10680,19698150
2014-10-07,10780,10810,10630,10705,18497849
2014-10-08,10585,10685,10530,10645,22575113
2014-10-10,10505,10510,10210,10315,40820757
2014-10-13,10110,10275,10040,10245,23326765
2014-10-14,10360,10400,10230,10250,25564689
2014-10-15,10200,10325,10110,10200,29665373
2014-10-16,10100,10155,9970,10110,33852990
2014-10-17,10140,10170,9840,9895,41078982
2014-10-20,10030,10210,10025,10140,26029375
2014-10-21,10090,10100,9895,9990,35170359
2014-10-22,10195,10235,10075,10140,22067004
2014-10-23,10110,10285,10075,10180,31040399
2014-10-24,10230,10255,9975,10085,25825318
2014-10-27,10160,10280,10145,10185,26345605
2014-10-28,10215,10235,10105,10165,13583936
2014-10-29,10275,10600,10220,10555,39019855
2014-10-30,10500,10535,10405,10535,16255104
2014-10-31,10605,10690,10465,10660,30974267
2014-11-03,10650,10655,10505,10555,19310161
2014-11-04,10505,10620,10330,10395,28791681
2014-11-05,10440,10485,10305,10350,19653103
2014-11-06,10300,10500,10260,10460,23869523
2014-11-07,10430,10510,10400,10475,15617359
2014-11-10,10565,10770,10555,10690,25630273
2014-11-11,10695,10740,10655,10670,13088827
2014-11-12,10665,10850,10645,10750,20205253
2014-11-13,10740,10810,10620,10690,23528884
2014-11-14,10635,10645,10400,10485,29887927
2014-11-17,10410,10590,10385,10545,21215020
2014-11-18,10545,10765,10545,10720,23919200
2014-11-19,10800,10800,10625,10675,17705958
2014-11-20,10570,10680,10520,10595,16171595
2014-11-21,10640,10725,10610,10660,14382975
2014-11-24,10825,10940,10810,10875,28660868
2014-11-25,10895,10905,10810,10865,10654876
2014-11-26,10875,10880,10725,10820,16919624
2014-11-27,10960,11015,10905,10950,29510505
2014-11-28,10925,10985,10895,10930,8595441
2014-12-01,10840,10845,10685,10745,20248008
2014-12-02,10690,10730,10625,10725,12484428
2014-12-03,10760,10820,10710,10775,11883931
2014-12-04,10770,11040,10770,11020,28131103
2014-12-05,10970,11060,10970,11010,9430710
2014-12-08,10975,11065,10950,10970,10556277
2014-12-09,10900,10940,10840,10905,10669419
2014-12-10,10835,10835,10580,10585,24591549
2014-12-11,10435,10500,10275,10300,33568789
2014-12-12,10340,10365,10245,10335,13672760
2014-12-15,10140,10360,10060,10360,20309293
2014-12-16,10250,10350,10120,10200,22583277
2014-12-17,10275,10280,10135,10135,19404971
2014-12-18,10300,10360,9970,10110,33551619
2014-12-19,10300,10480,10280,10415,30884720
2014-12-22,10480,10600,10410,10565,21769973
2014-12-23,10570,10595,10515,10550,13839169
2014-12-24,10520,10640,10490,10615,19363880
2014-12-26,10595,10720,10595,10620,22088286
2014-12-29,10700,10730,10550,10555,16180159
2014-12-30,10550,10615,10290,10290,19543895
2015-01-02,10275,10405,10235,10390,11762656
2015-01-05,10335,10385,10140,10355,24617902
2015-01-06,10110,10160,9955,9980,50232025
