2014-01-02,10675,10675,10565,10576,222068
2014-01-03,10575,10650,10575,10639,12512
2014-01-06,10635,10755,10635,10747,18361
2014-01-07,10783,10788,10712,10781,149498
2014-01-08,10778,10778,10726,10729,10064
2014-01-09,10765,10783,10707,10710,10334
2014-01-10,10740,10740,10697,10714,16387
2014-01-13,10696,10711,10649,10660,20260
2014-01-14,10670,10685,10650,10685,7070
2014-01-15,10697,10717,10693,10710,17479
2014-01-16,10721,10740,10712,10714,43372
2014-01-17,10685,10707,10685,10690,24924
2014-01-20,10688,10736,10688,10724,4815
2014-01-21,10731,10736,10712,10737,8517
2014-01-22,10765,10788,10760,10766,59009
2014-01-23,10792,10822,10770,10823,9153
2014-01-24,10864,10878,10827,10881,20382
2014-01-27,10936,10965,10907,10914,48571
2014-01-28,10912,10912,10859,10904,65880
2014-01-29,10849,10849,10774,10790,74622
2014-02-03,10807,10926,10807,10927,22893
2014-02-04,10965,10978,10897,10919,20316
2014-02-05,10859,10912,10849,10871,14555
2014-02-06,10859,10878,10817,10881,17600
2014-02-07,10842,10842,10812,10832,15930
2014-02-10,10822,10822,10783,10809,15279
2014-02-11,10783,10812,10783,10790,3076
2014-02-12,10755,10788,10712,10714,22993
2014-02-13,10702,10736,10693,10733,15971
2014-02-14,10755,10755,10688,10710,20298
2014-02-17,10675,10697,10670,10695,61563
2014-02-18,10693,10736,10685,10737,8011
2014-02-19,10717,10760,10717,10737,13385
2014-02-20,10765,10802,10765,10790,21578
2014-02-21,10797,10832,10783,10809,34588
2014-02-24,10844,10854,10783,10818,11492
2014-02-25,10817,10817,10765,10800,2293
2014-02-26,10817,10822,10721,10729,9711
2014-02-27,10770,10774,10731,10757,2627
2014-02-28,10736,10765,10712,10762,10696
2014-03-03,10778,10832,10770,10776,4609
2014-03-04,10792,10817,10792,10818,5675
2014-03-05,10774,10812,10765,10800,5724
2014-03-06,10797,10807,10721,10729,14678
2014-03-07,10750,10750,10693,10695,17749
2014-03-10,10693,10750,10693,10752,16390
2014-03-11,10765,10765,10712,10729,12604
2014-03-12,10760,10778,10745,10781,10337
2014-03-13,10792,10792,10740,10762,3573
2014-03-14,10792,10807,10783,10809,11209
2014-03-17,10832,10832,10755,10762,23550
2014-03-18,10745,10770,10731,10771,16660
2014-03-19,10792,10797,10755,10795,4310
2014-03-20,10859,10859,10817,10847,16432
2014-03-21,10859,10902,10854,10876,14207
2014-03-24,10859,10897,10854,10862,18619
2014-03-25,10859,10878,10837,10881,5930
2014-03-26,10844,10844,10817,10818,7209
2014-03-27,10842,10842,10792,10800,4498
2014-03-28,10770,10783,10760,10781,6321
2014-03-31,10822,10822,10736,10737,7391
2014-04-01,10712,10712,10675,10680,25721
2014-04-02,10655,10660,10640,10653,14502
2014-04-03,10654,10669,10649,10660,13272
2014-04-04,10660,10665,10626,10629,11403
2014-04-07,10617,10640,10602,10639,24237
2014-04-08,10655,10655,10607,10614,14876
2014-04-09,10650,10650,10493,10505,59708
2014-04-10,10507,10507,10399,10481,80798
2014-04-11,10456,10502,10421,10439,28375
2014-04-14,10461,10483,10456,10456,9761
2014-04-15,10471,10502,10466,10496,16412
2014-04-16,10502,10517,10451,10451,17708
2014-04-17,10461,10461,10426,10461,12478
2014-04-18,10466,10466,10441,10447,12026
2014-04-21,10431,10456,10431,10451,13984
2014-04-22,10461,10483,10446,10466,14419
2014-04-23,10512,10512,10461,10486,6549
2014-04-24,10507,10507,10451,10476,7919
2014-04-25,10497,10502,10451,10486,6791
2014-04-28,10483,10483,10441,10443,14731
2014-04-29,10471,10471,10379,10395,41072
2014-04-30,10431,10431,10384,10405,18021
2014-05-02,10421,10421,10384,10391,10248
2014-05-07,10389,10389,10322,10324,28360
2014-05-08,10322,10331,10304,10314,16531
2014-05-09,10360,10360,10289,10319,26702
2014-05-12,10313,10336,10313,10329,16810
2014-05-13,10346,10346,10309,10309,14119
2014-05-14,10313,10365,10289,10367,28955
2014-05-15,10365,10365,10317,10319,7386
2014-05-16,10365,10365,10317,10329,9424
2014-05-19,10299,10327,10294,10295,5822
2014-05-20,10289,10341,10289,10339,10857
2014-05-21,10313,10346,10313,10348,11178
2014-05-22,10346,10346,10309,10314,3615
2014-05-23,10309,10336,10309,10309,4314
2014-05-26,10294,10322,10294,10314,3159
2014-05-27,10313,10317,10304,10314,4552
2014-05-28,10336,10336,10294,10295,3622
2014-05-29,10299,10299,10289,10291,4616
2014-05-30,10299,10299,10260,10291,5678
2014-06-02,10322,10322,10284,10319,7918
2014-06-03,10327,10327,10294,10295,7554
2014-06-05,10317,10336,10264,10277,236926
2014-06-09,10309,10309,10246,10248,15680
2014-06-10,10264,10264,10222,10248,14099
2014-06-11,10264,10264,10232,10234,4841
2014-06-12,10260,10260,10232,10253,17374
2014-06-13,10264,10264,10246,10267,10651
2014-06-16,10299,10299,10264,10282,6328
2014-06-17,10289,10304,10284,10304,14142
2014-06-18,10304,10313,10304,10304,4130
2014-06-19,10304,10304,10256,10258,8405
2014-06-20,10289,10289,10260,10277,10187
2014-06-23,10289,10289,10256,10258,3598
2014-06-24,10279,10279,10251,10263,1548
2014-06-25,10279,10289,10274,10287,8595
2014-06-26,10284,10284,10246,10253,14701
2014-06-27,10264,10264,10217,10220,35403
2014-06-30,10227,10227,10194,10200,31704
2014-07-01,10199,10213,10194,10195,12237
2014-07-02,10194,10194,10165,10181,13560
2014-07-03,10175,10184,10175,10176,13089
2014-07-04,10165,10184,10165,10181,6560
2014-07-07,10170,10194,10170,10195,8513
2014-07-08,10199,10208,10194,10210,3409
2014-07-09,10208,10208,10204,10205,3890
2014-07-10,10204,10213,10194,10215,4519
2014-07-11,10217,10294,10217,10282,284469
2014-07-14,10246,10284,10246,10282,5428
2014-07-15,10309,10369,10264,10371,15694
2014-07-16,10360,10436,10355,10415,229765
2014-07-17,10407,10417,10351,10386,15542
2014-07-18,10384,10417,10379,10386,8126
2014-07-21,10384,10384,10355,10357,9389
2014-07-22,10355,10360,10322,10334,6172
2014-07-23,10331,10331,10309,10324,6859
2014-07-24,10322,10389,10322,10391,8155
2014-07-25,10394,10421,10365,10367,9536
